GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains	EffectorCategory
HpaP802095	no	NA	NA	NA	NA	165	4	2.42	no	NA	Unknown
HpaP802095 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802100	no	NA	NA	NA	NA	434	7	1.61	no	NA	Unknown
HpaP802100 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802101	no	NA	NA	NA	NA	390	4	1.03	no	NA	Unknown
HpaP802101 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802102	no	NA	NA	NA	NA	587	20	3.41	yes	NA	Unknown
HpaP802102 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802103	no	NA	NA	NA	NA	161	4	2.48	no	NA	Unknown
HpaP802103 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802110	no	NA	NA	NA	NA	206	2	0.97	no	NA	Unknown
HpaP802110 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802111	no	NA	NA	NA	NA	153	3	1.96	no	NA	Unknown
HpaP802111 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802113	no	NA	NA	NA	NA	218	4	1.83	no	NA	Unknown
HpaP802113 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802116	no	NA	NA	NA	NA	748	13	1.74	no	NA	Unknown
HpaP802116 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802118	no	NA	NA	NA	NA	258	11	4.26	yes	NA	Unknown
HpaP802118 	yes	CHxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802120	no	NA	NA	NA	NA	386	14	3.63	yes	NA	Unknown
HpaP802120 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802124	no	NA	NA	NA	NA	114	7	6.14	yes	NA	Unknown
HpaP802124 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802126	no	NA	NA	NA	NA	208	3	1.44	no	NA	Unknown
HpaP802126 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802134	no	NA	NA	NA	NA	79	0	0	no	NA	Unknown
HpaP802134 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802137	no	NA	NA	NA	NA	126	4	3.17	yes	NA	Unknown
HpaP802137 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802138	no	NA	NA	NA	NA	411	10	2.43	no	NA	Unknown
HpaP802138 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802143	no	NA	NA	NA	NA	172	1	0.58	no	NA	Unknown
HpaP802143 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802144	no	NA	NA	NA	NA	68	4	5.88	yes	NA	Unknown
HpaP802144 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802145	no	NA	NA	NA	NA	730	15	2.05	no	NA	Unknown
HpaP802145 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802147	no	NA	NA	NA	NA	75	2	2.67	no	NA	Unknown
HpaP802147 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802148	no	NA	NA	NA	NA	1082	25	2.31	no	NA	Unknown
HpaP802148 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802152	no	NA	NA	NA	NA	461	5	1.08	no	NA	Unknown
HpaP802152 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802155	no	NA	NA	NA	NA	242	4	1.65	no	NA	Unknown
HpaP802155 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802156	no	NA	NA	NA	NA	144	8	5.56	yes	NA	Unknown
HpaP802156 	yes	LysM,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802158	no	NA	NA	NA	NA	1063	20	1.88	no	NA	Unknown
HpaP802158 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802159	no	NA	NA	NA	NA	85	2	2.35	no	NA	Unknown
HpaP802159 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802160	no	NA	NA	NA	NA	360	6	1.67	no	NA	Unknown
HpaP802160 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802164	no	NA	NA	NA	NA	371	13	3.5	yes	NA	Unknown
HpaP802164 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802169	no	NA	NA	NA	NA	92	1	1.09	no	NA	Unknown
HpaP802169 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802170	no	NA	NA	NA	NA	60	2	3.33	yes	NA	Unknown
HpaP802170 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802175	no	NA	NA	NA	NA	72	1	1.39	no	NA	Unknown
HpaP802175 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802182	no	NA	NA	NA	NA	274	5	1.82	no	NA	Unknown
HpaP802182 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802185	no	NA	NA	NA	NA	142	2	1.41	no	NA	Unknown
HpaP802185 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802187	no	NA	NA	NA	NA	110	1	0.91	no	NA	Unknown
HpaP802187 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802188	no	NA	NA	NA	NA	261	12	4.6	yes	NA	Unknown
HpaP802188 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802192	no	NA	NA	NA	NA	564	18	3.19	yes	NA	Unknown
HpaP802192 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802195	no	NA	NA	NA	NA	96	5	5.21	yes	NA	Unknown
HpaP802195 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802196	no	NA	NA	NA	NA	350	6	1.71	no	NA	Unknown
HpaP802196 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802198	no	NA	NA	NA	NA	149	3	2.01	no	NA	Unknown
HpaP802198 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802200	no	NA	NA	NA	NA	624	17	2.72	no	NA	Unknown
HpaP802200 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802201	no	NA	NA	NA	NA	1492	14	0.94	no	NA	Unknown
HpaP802201 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802202	no	NA	NA	NA	NA	447	8	1.79	no	NA	Unknown
HpaP802202 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802203	no	NA	NA	NA	NA	229	4	1.75	no	NA	Unknown
HpaP802203 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802204	no	NA	NA	NA	NA	143	2	1.4	no	NA	Unknown
HpaP802204 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802205	no	NA	NA	NA	NA	629	7	1.11	no	NA	Unknown
HpaP802205 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802209	no	NA	NA	NA	NA	190	5	2.63	no	NA	Unknown
HpaP802209 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802210	no	NA	NA	NA	NA	1072	8	0.75	no	NA	Unknown
HpaP802210 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802211	no	NA	NA	NA	NA	237	4	1.69	no	NA	Unknown
HpaP802211 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802214	no	NA	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	29.07,27.93	3.59e-13,4.15e-09	NA	NA	NA	NA	NA	PHI-only
HpaP802216	no	NA	NA	NA	NA	471	10	2.12	no	NA	Unknown
HpaP802216 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802217	no	NA	NA	NA	NA	273	8	2.93	no	NA	Unknown
HpaP802217 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802218	no	NA	NA	NA	NA	713	14	1.96	no	NA	Unknown
HpaP802218 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802223	no	NA	NA	NA	NA	235	3	1.28	no	NA	Unknown
HpaP802223 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT	Domain-only
HpaP802225	no	NA	NA	NA	NA	60	1	1.67	no	NA	Unknown
HpaP802225 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802229	no	NA	NA	NA	NA	159	6	3.77	yes	NA	Unknown
HpaP802229 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802236	no	NA	HaRxL96,PsAvh163,PsPSR2,HaRxL22	100,25.78,29.3,22.26	0,1.74e-25,8.04e-25,5.39e-15	407	0	0	no	NA	PHI-only
HpaP802236 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802237	no	NA	HaRxL96	32.05	8.49e-40	315	0	0	no	NA	PHI-only
HpaP802237 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802247	no	NA	NA	NA	NA	64	3	4.69	yes	NA	Unknown
HpaP802247 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802250	no	NA	NA	NA	NA	954	11	1.15	no	NA	Unknown
HpaP802250 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802251	no	NA	NA	NA	NA	954	11	1.15	no	NA	Unknown
HpaP802251 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802255	no	NA	NA	NA	NA	99	3	3.03	yes	NA	Unknown
HpaP802255 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802256	no	NA	NA	NA	NA	76	3	3.95	yes	NA	Unknown
HpaP802256 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802259	no	NA	NA	NA	NA	280	8	2.86	no	NA	Unknown
HpaP802259 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802261	no	NA	P29138|PHI4615|Pr1	26.28	7.52e-10	520	7	1.35	no	NA	PHI-only
HpaP802261 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802269	no	NA	NA	NA	NA	74	0	0	no	NA	Unknown
HpaP802269 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802277	no	NA	NA	NA	NA	115	1	0.87	no	NA	Unknown
HpaP802277 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802281	no	NA	NA	NA	NA	212	4	1.89	no	NA	Unknown
HpaP802281 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802287	no	NA	NA	NA	NA	380	7	1.84	no	NA	Unknown
HpaP802287 	yes	NA	NA	NA	NA	NA	NA	NA	NA	BRCT	Domain-only
HpaP802289	no	NA	NA	NA	NA	170	7	4.12	yes	NA	Unknown
HpaP802289 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802292	no	NA	NA	NA	NA	234	7	2.99	no	NA	Unknown
HpaP802292 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802293	no	NA	NA	NA	NA	313	2	0.64	no	NA	Unknown
HpaP802293 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802299	no	NA	NA	NA	NA	58	0	0	no	NA	Unknown
HpaP802299 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802301	no	NA	HaRxL96	25.31	7.64e-09	NA	NA	NA	NA	NA	PHI-only
HpaP802304	no	NA	NA	NA	NA	55	6	10.91	yes	NA	Unknown
HpaP802304 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802310	no	NA	NA	NA	NA	617	9	1.46	no	NA	Unknown
HpaP802310 	yes	RXLR,YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802312	no	NA	NA	NA	NA	217	0	0	no	NA	Unknown
HpaP802312 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802314	no	NA	NA	NA	NA	165	6	3.64	yes	NA	Unknown
HpaP802314 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802317	no	NA	NA	NA	NA	218	2	0.92	no	NA	Unknown
HpaP802317 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802320	no	NA	NA	NA	NA	104	2	1.92	no	NA	Unknown
HpaP802320 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802322	no	NA	NA	NA	NA	419	8	1.91	no	NA	Unknown
HpaP802322 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802323	no	NA	NA	NA	NA	223	7	3.14	yes	NA	Unknown
HpaP802323 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802327	no	NA	NA	NA	NA	199	4	2.01	no	NA	Unknown
HpaP802327 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802334	no	NA	NA	NA	NA	54	3	5.56	yes	NA	Unknown
HpaP802334 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802336	no	NA	NA	NA	NA	56	0	0	no	NA	Unknown
HpaP802336 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802337	no	NA	NA	NA	NA	55	1	1.82	no	NA	Unknown
HpaP802337 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802342	no	NA	NA	NA	NA	398	2	0.5	no	NA	Unknown
HpaP802342 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802343	no	NA	NA	NA	NA	84	4	4.76	yes	NA	Unknown
HpaP802343 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802344	no	NA	NA	NA	NA	173	0	0	no	NA	Unknown
HpaP802344 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802345	no	NA	NA	NA	NA	425	10	2.35	no	NA	Unknown
HpaP802345 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802346	no	NA	NA	NA	NA	76	1	1.32	no	NA	Unknown
HpaP802346 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802347	no	NA	PsAvh163	24.74	1.4e-07	NA	NA	NA	NA	NA	PHI-only
HpaP802349	no	NA	NA	NA	NA	51	0	0	no	NA	Unknown
HpaP802349 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802352	no	NA	NA	NA	NA	285	8	2.81	no	NA	Unknown
HpaP802352 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802354	no	NA	NA	NA	NA	165	3	1.82	no	NA	Unknown
HpaP802354 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802356	no	NA	NA	NA	NA	73	2	2.74	no	NA	Unknown
HpaP802356 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802359	no	NA	NA	NA	NA	683	6	0.88	no	NA	Unknown
HpaP802359 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802360	no	NA	NA	NA	NA	122	4	3.28	yes	NA	Unknown
HpaP802360 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802361	no	NA	NA	NA	NA	646	7	1.08	no	NA	Unknown
HpaP802361 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802362	no	NA	NA	NA	NA	248	3	1.21	no	NA	Unknown
HpaP802362 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802367	no	NA	NA	NA	NA	192	5	2.6	no	NA	Unknown
HpaP802367 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802369	no	NA	NA	NA	NA	58	6	10.34	yes	NA	Unknown
HpaP802369 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802372	no	NA	NA	NA	NA	223	2	0.9	no	NA	Unknown
HpaP802372 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802373	no	NA	NA	NA	NA	202	4	1.98	no	NA	Unknown
HpaP802373 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802374	no	NA	NA	NA	NA	206	4	1.94	no	NA	Unknown
HpaP802374 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802379	no	NA	NA	NA	NA	373	8	2.14	no	NA	Unknown
HpaP802379 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802386	no	NA	NA	NA	NA	136	3	2.21	no	NA	Unknown
HpaP802386 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802396	no	NA	NA	NA	NA	296	5	1.69	no	NA	Unknown
HpaP802396 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802399	no	NA	NA	NA	NA	412	2	0.49	no	NA	Unknown
HpaP802399 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802403	no	NA	NA	NA	NA	49	0	0	no	NA	Unknown
HpaP802403 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802404	no	NA	NA	NA	NA	112	4	3.57	yes	NA	Unknown
HpaP802404 	yes	NA	NA	NA	NA	NA	NA	NA	NA	HAT	Domain-only
HpaP802406	no	NA	NA	NA	NA	73	1	1.37	no	NA	Unknown
HpaP802406 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802409	no	NA	NA	NA	NA	566	10	1.77	no	NA	Unknown
HpaP802409 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802412	no	NA	NA	NA	NA	131	3	2.29	no	NA	Unknown
HpaP802412 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802414	no	NA	NA	NA	NA	52	1	1.92	no	NA	Unknown
HpaP802414 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802417	no	NA	NA	NA	NA	193	4	2.07	no	NA	Unknown
HpaP802417 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802418	no	NA	NA	NA	NA	209	9	4.31	yes	NA	Unknown
HpaP802418 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802419	no	NA	NA	NA	NA	95	5	5.26	yes	NA	Unknown
HpaP802419 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802421	no	NA	NA	NA	NA	114	2	1.75	no	NA	Unknown
HpaP802421 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802426	no	NA	NA	NA	NA	211	4	1.9	no	NA	Unknown
HpaP802426 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802433	no	NA	NA	NA	NA	171	4	2.34	no	NA	Unknown
HpaP802433 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802437	no	NA	NA	NA	NA	548	15	2.74	no	NA	Unknown
HpaP802437 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802438	no	NA	NA	NA	NA	485	4	0.82	no	NA	Unknown
HpaP802438 	yes	LysM,EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802439	no	NA	NA	NA	NA	232	5	2.16	no	NA	Unknown
HpaP802439 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802444	no	NA	NA	NA	NA	63	3	4.76	yes	NA	Unknown
HpaP802444 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802446	no	NA	NA	NA	NA	87	4	4.6	yes	NA	Unknown
HpaP802446 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802448	no	NA	NA	NA	NA	685	10	1.46	no	NA	Unknown
HpaP802448 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802459	no	NA	NA	NA	NA	102	4	3.92	yes	NA	Unknown
HpaP802459 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802461	no	NA	NA	NA	NA	115	4	3.48	yes	NA	Unknown
HpaP802461 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802470	no	NA	NA	NA	NA	271	11	4.06	yes	NA	Unknown
HpaP802470 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802473	no	NA	NA	NA	NA	245	1	0.41	no	NA	Unknown
HpaP802473 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802475	no	NA	NA	NA	NA	758	12	1.58	no	NA	Unknown
HpaP802475 	yes	YFWxC,ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802483	no	NA	NA	NA	NA	89	2	2.25	no	NA	Unknown
HpaP802483 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802486	no	NA	NA	NA	NA	577	11	1.91	no	NA	Unknown
HpaP802486 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802487	no	NA	NA	NA	NA	257	2	0.78	no	NA	Unknown
HpaP802487 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802488	no	NA	NA	NA	NA	337	11	3.26	yes	NA	Unknown
HpaP802488 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802489	no	NA	NA	NA	NA	64	1	1.56	no	NA	Unknown
HpaP802489 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802490	no	NA	NA	NA	NA	71	6	8.45	yes	NA	Unknown
HpaP802490 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	HAT	Motif-only
HpaP802491	no	NA	NA	NA	NA	2434	46	1.89	no	NA	Unknown
HpaP802491 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802496	no	NA	NA	NA	NA	283	1	0.35	no	NA	Unknown
HpaP802496 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802497	no	NA	NA	NA	NA	150	0	0	no	NA	Unknown
HpaP802497 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802498	no	NA	NA	NA	NA	134	4	2.99	no	NA	Unknown
HpaP802498 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802500	no	NA	NA	NA	NA	92	0	0	no	NA	Unknown
HpaP802500 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802503	no	NA	NA	NA	NA	490	5	1.02	no	NA	Unknown
HpaP802503 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802506	no	NA	NA	NA	NA	864	20	2.31	no	NA	Unknown
HpaP802506 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802507	no	NA	NA	NA	NA	131	2	1.53	no	NA	Unknown
HpaP802507 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802513	no	NA	NA	NA	NA	76	2	2.63	no	NA	Unknown
HpaP802513 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802514	no	NA	NA	NA	NA	180	2	1.11	no	NA	Unknown
HpaP802514 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802520	no	NA	NA	NA	NA	469	5	1.07	no	NA	Unknown
HpaP802520 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802521	no	NA	NA	NA	NA	375	5	1.33	no	NA	Unknown
HpaP802521 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802523	no	NA	NA	NA	NA	235	3	1.28	no	NA	Unknown
HpaP802523 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802524	no	NA	NA	NA	NA	788	24	3.05	yes	NA	Unknown
HpaP802524 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802527	no	NA	NA	NA	NA	86	2	2.33	no	NA	Unknown
HpaP802527 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802528	no	NA	NA	NA	NA	234	2	0.85	no	NA	Unknown
HpaP802528 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802530	no	NA	NA	NA	NA	129	1	0.78	no	NA	Unknown
HpaP802530 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802534	no	NA	NA	NA	NA	100	2	2	no	NA	Unknown
HpaP802534 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802538	no	NA	NA	NA	NA	482	7	1.45	no	NA	Unknown
HpaP802538 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802539	no	NA	NA	NA	NA	160	4	2.5	no	NA	Unknown
HpaP802539 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802540	no	NA	NA	NA	NA	318	2	0.63	no	NA	Unknown
HpaP802540 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802544	no	NA	NA	NA	NA	73	1	1.37	no	NA	Unknown
HpaP802544 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
HpaP802545	no	NA	NA	NA	NA	127	3	2.36	no	NA	Unknown
HpaP802545 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
