GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains
PYU1_T010347 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000855 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006969 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013014 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002303 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007073 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T009374 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000143 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007139 	yes	CHxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008487 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014031 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015190 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008816 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005092 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007191 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002777 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010470 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000406 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008646 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013223 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015101 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012265 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004538 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005984 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014919 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012544 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011764 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008933 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010207 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014448 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003996 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012618 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005629 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010541 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010299 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008231 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015110 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008184 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010840 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009913 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002196 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007524 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013694 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010726 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005056 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009129 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002820 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005894 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009152 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011553 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009573 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010290 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014388 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014629 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014554 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014718 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008525 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008610 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005342 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007014 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014520 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011466 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012476 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006704 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006690 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005308 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002072 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011025 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005947 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003546 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001151 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004702 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012850 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011358 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009837 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004951 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011032 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008157 	yes	LysM,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001041 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012320 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009313 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000123 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009195 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000106 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013912 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003058 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011439 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002629 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009885 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006943 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012487 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002574 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014704 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011823 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002678 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014588 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003658 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012162 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005193 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013132 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004876 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005970 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014763 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007558 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012530 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013428 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005049 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012598 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000876 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006533 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003022 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003339 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013670 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T015153 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010629 	yes	Crinkler,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012339 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008500 	yes	Crinkler,LysM,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008135 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013065 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012295 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011965 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007482 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006669 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000784 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012355 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006881 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013471 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008427 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008164 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014024 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010917 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T005171 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004062 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012551 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005963 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008001 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011349 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012983 	yes	G[IFY][ALST]R,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005359 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003034 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004004 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006745 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009697 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008221 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010556 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002651 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004078 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006097 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013269 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000504 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001328 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003325 	yes	[LI]xAR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007201 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000539 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008466 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012854 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010155 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008389 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006373 	yes	YFWxC,CHxC	NA	NA	NA	NA	NA	NA	NA	HAT
PYU1_T009073 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002659 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014052 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009187 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012222 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003913 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014867 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006752 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011774 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008075 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013888 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011185 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006118 	yes	LysM,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009937 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008982 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004984 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002362 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	BRCT
PYU1_T004934 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001590 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012201 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004107 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002226 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002527 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014502 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000729 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014466 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001724 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011972 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000443 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003846 	yes	YFWxC,LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006540 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009809 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014116 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000730 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001312 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009893 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006947 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012400 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000688 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000828 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T011985 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006854 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002691 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009792 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013635 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T013379 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006841 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000681 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014209 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008104 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010070 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011498 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007556 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000543 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002035 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005454 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010130 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006351 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013292 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005412 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009642 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006003 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007875 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012769 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001086 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014408 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008567 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005366 	yes	YFWxC,ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000598 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009789 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003013 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T014994 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007148 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001247 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004268 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009159 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013046 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006626 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003985 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007967 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001282 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000396 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007215 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014301 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003314 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T011858 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010886 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011200 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000178 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008287 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008432 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004348 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014236 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006732 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005755 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014970 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008679 	yes	[LI]xAR,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005196 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007395 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013593 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005610 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010702 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013703 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006557 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002672 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007753 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005854 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011722 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014253 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T003524 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T007899 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014018 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012935 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001672 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008275 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014796 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005161 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006271 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000061 	yes	Crinkler,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005078 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T010550 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000557 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005550 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T000936 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005800 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013950 	yes	YFWxC,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006012 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012907 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001592 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006194 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T014244 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004358 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T001078 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008113 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009110 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009873 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004700 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004490 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004838 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013039 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010463 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T010985 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011218 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002460 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005255 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004377 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR
PYU1_T014776 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009660 	yes	RXLR,[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T013922 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005107 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T005850 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012914 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T006925 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004424 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T011529 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T012957 	yes	EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T004011 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T008644 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T009564 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA
PYU1_T002746 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA
