GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains	EffectorCategory
PHYSODRAFT_324701 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324703	no	NA	NA	NA	NA	104	1	0.96	no	NA	Unknown
PHYSODRAFT_324703 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324715	no	NA	NA	NA	NA	274	7	2.55	no	NA	Unknown
PHYSODRAFT_324715 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PHYSODRAFT_324724	no	NA	NA	NA	NA	125	6	4.8	yes	NA	Unknown
PHYSODRAFT_324724 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PHYSODRAFT_324733	no	NA	NA	NA	NA	489	3	0.61	no	NA	Unknown
PHYSODRAFT_324733 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324744	no	NA	NA	NA	NA	67	1	1.49	no	NA	Unknown
PHYSODRAFT_324744 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324749	no	NA	NA	NA	NA	236	10	4.24	yes	NA	Unknown
PHYSODRAFT_324749 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324774	no	NA	NA	NA	NA	166	5	3.01	yes	NA	Unknown
PHYSODRAFT_324774 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324841	no	NA	NA	NA	NA	422	9	2.13	no	NA	Unknown
PHYSODRAFT_324841 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324861	no	NA	NA	NA	NA	428	5	1.17	no	NA	Unknown
PHYSODRAFT_324861 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324891	no	NA	NA	NA	NA	157	2	1.27	no	NA	Unknown
PHYSODRAFT_324891 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324935	no	NA	NA	NA	NA	775	17	2.19	no	NA	Unknown
PHYSODRAFT_324935 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_324947	no	NA	NA	NA	NA	328	5	1.52	no	NA	Unknown
PHYSODRAFT_324947 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325024	no	NA	NA	NA	NA	82	1	1.22	no	NA	Unknown
PHYSODRAFT_325024 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325030	no	NA	NA	NA	NA	157	6	3.82	yes	NA	Unknown
PHYSODRAFT_325030 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325031	no	NA	NA	NA	NA	117	2	1.71	no	NA	Unknown
PHYSODRAFT_325031 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325032	no	NA	NA	NA	NA	117	2	1.71	no	NA	Unknown
PHYSODRAFT_325032 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325033	no	NA	NA	NA	NA	157	6	3.82	yes	NA	Unknown
PHYSODRAFT_325033 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325036	no	NA	NA	NA	NA	436	4	0.92	no	NA	Unknown
PHYSODRAFT_325036 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325038	no	NA	NA	NA	NA	277	4	1.44	no	NA	Unknown
PHYSODRAFT_325038 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325085	no	NA	NA	NA	NA	480	4	0.83	no	NA	Unknown
PHYSODRAFT_325085 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325107	no	NA	NA	NA	NA	265	2	0.75	no	NA	Unknown
PHYSODRAFT_325107 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325136	no	NA	NA	NA	NA	589	27	4.58	yes	NA	Unknown
PHYSODRAFT_325136 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325148	no	NA	NA	NA	NA	214	3	1.4	no	NA	Unknown
PHYSODRAFT_325148 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325150	no	NA	NA	NA	NA	317	8	2.52	no	NA	Unknown
PHYSODRAFT_325150 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325222	no	NA	NA	NA	NA	1439	19	1.32	no	NA	Unknown
PHYSODRAFT_325222 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325303	no	NA	NA	NA	NA	111	2	1.8	no	NA	Unknown
PHYSODRAFT_325303 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325307	no	NA	NA	NA	NA	111	2	1.8	no	NA	Unknown
PHYSODRAFT_325307 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325341	no	NA	NA	NA	NA	301	5	1.66	no	NA	Unknown
PHYSODRAFT_325341 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325360	no	NA	NA	NA	NA	311	4	1.29	no	NA	Unknown
PHYSODRAFT_325360 	yes	LysM,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325362	no	NA	NA	NA	NA	156	4	2.56	no	NA	Unknown
PHYSODRAFT_325362 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325376	no	NA	NA	NA	NA	375	11	2.93	no	NA	Unknown
PHYSODRAFT_325376 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325410	no	NA	NA	NA	NA	126	2	1.59	no	NA	Unknown
PHYSODRAFT_325410 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325466	no	NA	NA	NA	NA	302	2	0.66	no	NA	Unknown
PHYSODRAFT_325466 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325482	no	NA	NA	NA	NA	232	0	0	no	NA	Unknown
PHYSODRAFT_325482 	yes	RXLR,Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325485	no	NA	NA	NA	NA	148	2	1.35	no	NA	Unknown
PHYSODRAFT_325485 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325493	no	NA	NA	NA	NA	107	5	4.67	yes	NA	Unknown
PHYSODRAFT_325493 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325503	no	NA	NA	NA	NA	1003	3	0.3	no	NA	Unknown
PHYSODRAFT_325503 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325504	no	NA	NA	NA	NA	171	0	0	no	NA	Unknown
PHYSODRAFT_325504 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325506	no	NA	PsCRN108	55.92	5.46e-72	211	7	3.32	yes	NA	PHI-only
PHYSODRAFT_325506 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325527	no	NA	NA	NA	NA	242	0	0	no	NA	Unknown
PHYSODRAFT_325527 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325538	no	NA	O42830|PHI660|Cbel(gp34)	26.87	7.35e-13	290	23	7.93	yes	NA	PHI-only
PHYSODRAFT_325538 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325547	no	NA	NA	NA	NA	90	1	1.11	no	NA	Unknown
PHYSODRAFT_325547 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325565	no	NA	NA	NA	NA	196	5	2.55	no	NA	Unknown
PHYSODRAFT_325565 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325567	no	NA	NA	NA	NA	223	9	4.04	yes	NA	Unknown
PHYSODRAFT_325567 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325587	no	NA	NA	NA	NA	475	16	3.37	yes	NA	Unknown
PHYSODRAFT_325587 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325594	no	NA	NA	NA	NA	173	4	2.31	no	NA	Unknown
PHYSODRAFT_325594 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325607	no	NA	NA	NA	NA	241	6	2.49	no	NA	Unknown
PHYSODRAFT_325607 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325613	no	NA	NA	NA	NA	185	1	0.54	no	NA	Unknown
PHYSODRAFT_325613 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325621	no	NA	NA	NA	NA	172	2	1.16	no	NA	Unknown
PHYSODRAFT_325621 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325623	no	NA	NA	NA	NA	440	13	2.95	no	NA	Unknown
PHYSODRAFT_325623 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325627	no	NA	NA	NA	NA	1360	21	1.54	no	NA	Unknown
PHYSODRAFT_325627 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325652	no	NA	NA	NA	NA	379	5	1.32	no	NA	Unknown
PHYSODRAFT_325652 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325655	no	NA	NA	NA	NA	233	8	3.43	yes	NA	Unknown
PHYSODRAFT_325655 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325656	no	NA	NA	NA	NA	264	7	2.65	no	NA	Unknown
PHYSODRAFT_325656 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325658	no	NA	NA	NA	NA	136	8	5.88	yes	NA	Unknown
PHYSODRAFT_325658 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325675	no	NA	NA	NA	NA	294	0	0	no	NA	Unknown
PHYSODRAFT_325675 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325697	no	NA	NA	NA	NA	254	3	1.18	no	NA	Unknown
PHYSODRAFT_325697 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325716	no	NA	NA	NA	NA	180	4	2.22	no	NA	Unknown
PHYSODRAFT_325716 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325722	no	NA	NA	NA	NA	91	1	1.1	no	NA	Unknown
PHYSODRAFT_325722 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PHYSODRAFT_325734	no	NA	NA	NA	NA	287	8	2.79	no	NA	Unknown
PHYSODRAFT_325734 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325756	no	NA	NA	NA	NA	617	7	1.13	no	NA	Unknown
PHYSODRAFT_325756 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325763	no	NA	NA	NA	NA	157	7	4.46	yes	NA	Unknown
PHYSODRAFT_325763 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325770	no	NA	NA	NA	NA	805	15	1.86	no	NA	Unknown
PHYSODRAFT_325770 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325772	no	NA	NA	NA	NA	376	5	1.33	no	NA	Unknown
PHYSODRAFT_325772 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325775	no	NA	NA	NA	NA	652	12	1.84	no	NA	Unknown
PHYSODRAFT_325775 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325793	no	NA	NA	NA	NA	563	10	1.78	no	NA	Unknown
PHYSODRAFT_325793 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325794	no	NA	NA	NA	NA	306	3	0.98	no	NA	Unknown
PHYSODRAFT_325794 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325810	no	NA	NA	NA	NA	631	8	1.27	no	NA	Unknown
PHYSODRAFT_325810 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325838	no	NA	NA	NA	NA	104	0	0	no	NA	Unknown
PHYSODRAFT_325838 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325850	no	NA	NA	NA	NA	522	7	1.34	no	NA	Unknown
PHYSODRAFT_325850 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325878	no	NA	NA	NA	NA	318	2	0.63	no	NA	Unknown
PHYSODRAFT_325878 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325894	no	NA	NA	NA	NA	357	1	0.28	no	NA	Unknown
PHYSODRAFT_325894 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325908	no	NA	NA	NA	NA	1323	10	0.76	no	NA	Unknown
PHYSODRAFT_325908 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325958	no	NA	NA	NA	NA	209	5	2.39	no	NA	Unknown
PHYSODRAFT_325958 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325981	no	NA	NA	NA	NA	166	3	1.81	no	NA	Unknown
PHYSODRAFT_325981 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_325998	no	NA	NA	NA	NA	714	10	1.4	no	NA	Unknown
PHYSODRAFT_325998 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326014	no	NA	NA	NA	NA	222	7	3.15	yes	NA	Unknown
PHYSODRAFT_326014 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326017	no	NA	NA	NA	NA	1299	29	2.23	no	NA	Unknown
PHYSODRAFT_326017 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326018	no	NA	NA	NA	NA	403	5	1.24	no	NA	Unknown
PHYSODRAFT_326018 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326029	no	NA	NA	NA	NA	126	0	0	no	NA	Unknown
PHYSODRAFT_326029 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326080	no	NA	NA	NA	NA	766	4	0.52	no	NA	Unknown
PHYSODRAFT_326080 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326082	no	NA	NA	NA	NA	77	0	0	no	NA	Unknown
PHYSODRAFT_326082 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326086	no	NA	NA	NA	NA	922	9	0.98	no	NA	Unknown
PHYSODRAFT_326086 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326125	no	NA	NA	NA	NA	673	10	1.49	no	NA	Unknown
PHYSODRAFT_326125 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326137	no	NA	NA	NA	NA	5016	43	0.86	no	NA	Unknown
PHYSODRAFT_326137 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326157	no	NA	NA	NA	NA	301	6	1.99	no	NA	Unknown
PHYSODRAFT_326157 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326158	no	NA	NA	NA	NA	297	5	1.68	no	NA	Unknown
PHYSODRAFT_326158 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326195	no	NA	NA	NA	NA	394	5	1.27	no	NA	Unknown
PHYSODRAFT_326195 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326227	no	NA	NA	NA	NA	416	10	2.4	no	NA	Unknown
PHYSODRAFT_326227 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326246	no	NA	NA	NA	NA	607	22	3.62	yes	NA	Unknown
PHYSODRAFT_326246 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326264	no	NA	NA	NA	NA	469	3	0.64	no	NA	Unknown
PHYSODRAFT_326264 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326268	no	NA	NA	NA	NA	93	3	3.23	yes	NA	Unknown
PHYSODRAFT_326268 	yes	CHxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326274	no	NA	NA	NA	NA	1775	28	1.58	no	NA	Unknown
PHYSODRAFT_326274 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326276	no	NA	NA	NA	NA	102	1	0.98	no	NA	Unknown
PHYSODRAFT_326276 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326279	no	NA	NA	NA	NA	133	1	0.75	no	NA	Unknown
PHYSODRAFT_326279 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326309	no	NA	NA	NA	NA	429	7	1.63	no	NA	Unknown
PHYSODRAFT_326309 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326315	no	NA	NA	NA	NA	781	20	2.56	no	NA	Unknown
PHYSODRAFT_326315 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326320	no	NA	NA	NA	NA	266	2	0.75	no	NA	Unknown
PHYSODRAFT_326320 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326342	no	NA	NA	NA	NA	187	0	0	no	NA	Unknown
PHYSODRAFT_326342 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326356	no	NA	NA	NA	NA	92	1	1.09	no	NA	Unknown
PHYSODRAFT_326356 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326363	no	NA	NA	NA	NA	742	17	2.29	no	NA	Unknown
PHYSODRAFT_326363 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326402	no	NA	NA	NA	NA	419	7	1.67	no	NA	Unknown
PHYSODRAFT_326402 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326420	no	NA	NA	NA	NA	443	10	2.26	no	NA	Unknown
PHYSODRAFT_326420 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326421	no	NA	NA	NA	NA	305	7	2.3	no	NA	Unknown
PHYSODRAFT_326421 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326460	no	NA	NA	NA	NA	408	8	1.96	no	NA	Unknown
PHYSODRAFT_326460 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326485	no	NA	NA	NA	NA	1560	14	0.9	no	NA	Unknown
PHYSODRAFT_326485 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326492	no	NA	NA	NA	NA	118	0	0	no	NA	Unknown
PHYSODRAFT_326492 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326499	no	NA	NA	NA	NA	300	3	1	no	NA	Unknown
PHYSODRAFT_326499 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326510	no	NA	NA	NA	NA	592	8	1.35	no	NA	Unknown
PHYSODRAFT_326510 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326513	no	NA	NA	NA	NA	510	8	1.57	no	NA	Unknown
PHYSODRAFT_326513 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326516	no	NA	NA	NA	NA	962	20	2.08	no	NA	Unknown
PHYSODRAFT_326516 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326591	no	NA	NA	NA	NA	351	9	2.56	no	NA	Unknown
PHYSODRAFT_326591 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326621	no	NA	NA	NA	NA	294	3	1.02	no	NA	Unknown
PHYSODRAFT_326621 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326659	no	NA	NA	NA	NA	768	8	1.04	no	NA	Unknown
PHYSODRAFT_326659 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326695	no	NA	NA	NA	NA	79	3	3.8	yes	NA	Unknown
PHYSODRAFT_326695 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326727	no	NA	NA	NA	NA	489	2	0.41	no	NA	Unknown
PHYSODRAFT_326727 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326789	no	NA	NA	NA	NA	133	2	1.5	no	NA	Unknown
PHYSODRAFT_326789 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326793	no	NA	NA	NA	NA	405	11	2.72	no	NA	Unknown
PHYSODRAFT_326793 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326797	no	NA	NA	NA	NA	355	11	3.1	yes	NA	Unknown
PHYSODRAFT_326797 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326800	no	NA	NA	NA	NA	162	0	0	no	NA	Unknown
PHYSODRAFT_326800 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326802	no	NA	NA	NA	NA	105	1	0.95	no	NA	Unknown
PHYSODRAFT_326802 	yes	Crinkler,LysM,EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326804	no	NA	NA	NA	NA	484	5	1.03	no	NA	Unknown
PHYSODRAFT_326804 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326820	no	NA	NA	NA	NA	558	14	2.51	no	NA	Unknown
PHYSODRAFT_326820 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326822	no	NA	NA	NA	NA	133	3	2.26	no	NA	Unknown
PHYSODRAFT_326822 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326847	no	NA	NA	NA	NA	314	11	3.5	yes	NA	Unknown
PHYSODRAFT_326847 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326853	no	NA	NA	NA	NA	225	4	1.78	no	NA	Unknown
PHYSODRAFT_326853 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326916	no	NA	NA	NA	NA	471	6	1.27	no	NA	Unknown
PHYSODRAFT_326916 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PHYSODRAFT_326934	no	NA	NA	NA	NA	699	16	2.29	no	NA	Unknown
PHYSODRAFT_326934 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326968	no	NA	NA	NA	NA	67	2	2.99	no	NA	Unknown
PHYSODRAFT_326968 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326975	no	NA	NA	NA	NA	472	14	2.97	no	NA	Unknown
PHYSODRAFT_326975 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326994	no	NA	NA	NA	NA	78	1	1.28	no	NA	Unknown
PHYSODRAFT_326994 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_326998	no	NA	NA	NA	NA	149	1	0.67	no	NA	Unknown
PHYSODRAFT_326998 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327018	no	NA	NA	NA	NA	588	13	2.21	no	NA	Unknown
PHYSODRAFT_327018 	yes	RXLR,Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327019	no	NA	NA	NA	NA	802	18	2.24	no	NA	Unknown
PHYSODRAFT_327019 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327059	no	NA	NA	NA	NA	1175	15	1.28	no	NA	Unknown
PHYSODRAFT_327059 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327063	no	NA	NA	NA	NA	308	6	1.95	no	NA	Unknown
PHYSODRAFT_327063 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327096	no	NA	NA	NA	NA	359	5	1.39	no	NA	Unknown
PHYSODRAFT_327096 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327113	no	NA	NA	NA	NA	385	1	0.26	no	NA	Unknown
PHYSODRAFT_327113 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327119	no	NA	NA	NA	NA	509	4	0.79	no	NA	Unknown
PHYSODRAFT_327119 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327148	no	NA	NA	NA	NA	413	10	2.42	no	NA	Unknown
PHYSODRAFT_327148 	yes	RXLR,LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PHYSODRAFT_327157	no	NA	NA	NA	NA	129	2	1.55	no	NA	Unknown
