GeneID	Hit	PercID	Evalue
PHYSODRAFT_480350	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	39.37,32.06,30.99,26.86,25.36	1.33e-45,4.87e-23,3.66e-16,4.92e-15,4.85e-13
PHYSODRAFT_512196	PsPSR2	32.8	8.08e-15
PHYSODRAFT_377094	L7NCR0|PHI8061|Pc129892	45	1.54e-13
PHYSODRAFT_526541	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	47.44,37.04,35.62,31.28,29.66	1.23e-64,7.56e-41,9.54e-40,3.14e-30,8.83e-25
PHYSODRAFT_526895	P43070|PHI61|Bgl2	26.61	2.91e-10
PHYSODRAFT_470010	PsCRN108,crn1	46.73,47.87	8.97e-21,5.52e-18
PHYSODRAFT_393864	Q945T9|PHI653|Gip2,GIP1	33.65,30.83	1.7e-35,2.13e-30
PHYSODRAFT_401091	PsCRN108	45.9	8.98e-14
PHYSODRAFT_247772	Avr1b-2	42.24	2.44e-58
PHYSODRAFT_458696	Avrblb2	61.54	2.01e-08
PHYSODRAFT_258317	N4TQ97,X0K3U9	36.92,36.09	1.35e-65,1.05e-63
PHYSODRAFT_286434	P43070|PHI61|Bgl2	29.02	4.59e-26
PHYSODRAFT_245857	P43070|PHI61|Bgl2	27.9	2.6e-25
PHYSODRAFT_288873	PITG_03192	43.66	2.04e-35
PHYSODRAFT_521124	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	41.74,32.75,32.2,30.38,29.18	5.24e-56,2.92e-35,8.97e-28,1.44e-26,1.78e-22
PHYSODRAFT_333279	PsPSR2	33.33	7.76e-10
PHYSODRAFT_265356	Avr3a/5	32.43	2.02e-14
PHYSODRAFT_286080	Avr1a	58.23	4.35e-23
PHYSODRAFT_509390	KEX1,P29138|PHI4615|Pr1	27.41,25.23	5.16e-14,3.99e-12
PHYSODRAFT_336227	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	30.39,29.38	8.22e-14,7.54e-12
PHYSODRAFT_324562	EPIC1	29.2	3.13e-11
PHYSODRAFT_252840	crn1,crn2,PsCRN108,RiNLE1,RiCRN1	51.67,42.1,41.67,47.22	2.36e-14,2.14e-09,1.96e-07,8.88e-07
PHYSODRAFT_526333	HaRxL24,PsPSR2	32.73,33.04	8.05e-12,2.87e-11
PHYSODRAFT_526449	GIP1,Q945T9|PHI653|Gip2	39.74,39.81	2.8e-42,3.48e-42
PHYSODRAFT_252765	PsPSR2	28.69	2.14e-09
PHYSODRAFT_460164	PsAvh23	31.15	9.67e-07
PHYSODRAFT_454146	Q6PQG3|PHI4252|Epi10	34.92	3.45e-17
PHYSODRAFT_261265	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	40.65,34.27,34.78,29.36,28.8	4.17e-50,1.8e-37,2.98e-28,3.69e-25,2.32e-24
PHYSODRAFT_512287	PsPSR2,HaRxL24,PsAvh163,HaRxL96,BSW11	33.67,30.46,28.36,27.74,24.18	9.53e-35,7.69e-23,3.04e-20,2.29e-09,6.23e-08
PHYSODRAFT_405579	crn2	31.06	1.12e-09
PHYSODRAFT_341752	Q945T9|PHI653|Gip2,GIP1	38.43,36.4	6.5e-44,2.99e-43
PHYSODRAFT_301637,PHYSODRAFT_307907	P43070|PHI61|Bgl2	29.95	1.24e-16
PHYSODRAFT_471977	crn2,crn1,PsCRN108	42.31,37.74,35.48	6.41e-10,2.22e-07,7.12e-07
PHYSODRAFT_341539	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9	31.88,33.74,29.17	1.66e-16,4.95e-13,1.3e-07
PHYSODRAFT_341558	PsPSR2,BSW11,PsAvh163,BLR13	29.89,26.54,24.54,26.23	7.93e-57,1.23e-20,4.99e-20,1.05e-18
PHYSODRAFT_522084	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P41749|PHI88|Peca,O00094|PHI114|Pg1	60.67,39.8,37.01,33.44,35.94	4.01e-115,3.49e-53,1.62e-50,2.89e-50,1.61e-49
PHYSODRAFT_554513	O42830|PHI660|Cbel(gp34)	29.49	2.3e-13
PHYSODRAFT_265386	PsPSR2,PsAvh163,HaRxL24,HaRxL96	37.42,31.52,27.48,30.4	1.3e-30,1.19e-14,1.43e-13,6.31e-08
PHYSODRAFT_250282	PsAvh163,PsPSR2,HaRxL22	40.53,22.81,31.58	2.35e-51,4.7e-16,2.84e-13
PHYSODRAFT_255904	PsPSR2,PsAvh163,HaRxL24	36.61,25.94,28.92	2.42e-37,1.96e-18,1.28e-17
PHYSODRAFT_348878	SSPbP94	23.89	4.92e-10
PHYSODRAFT_431598	PsCRN108,crn1,crn2,RiNLE1,RiCRN1	63.49,60.61,65.39,50	3.9e-21,3.42e-17,4.04e-15,9.28e-13
PHYSODRAFT_298878	BLN08_2	22.46	7.56e-07
PHYSODRAFT_515401	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1	30.7,28.32,30.33	3.14e-12,1.66e-08,1.45e-07
PHYSODRAFT_496064	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	46.37,36.4,31.03,32.32,28.98	8.21e-66,3.88e-37,5.19e-33,1.78e-30,7.24e-27
PHYSODRAFT_386834	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1,Q00663|PHI17|Acp	23.08,24.77,24.7,20.78	1.17e-16,2.66e-14,2.76e-14,8.42e-07
PHYSODRAFT_471561	crn2,crn1,PsCRN108,RiNLE1,RiCRN1	40,42.74,48.57,31.67	1.86e-19,3.11e-19,6.24e-12,2.75e-09
PHYSODRAFT_335760	EPIC1	36	5.16e-13
PHYSODRAFT_261711	L7NCR0|PHI8061|Pc129892	34.01	4.19e-28
PHYSODRAFT_286274	AVR1	32.83	3.93e-13
PHYSODRAFT_522611	GIP1,Q945T9|PHI653|Gip2	30.34,27.54	1.05e-09,8.24e-07
PHYSODRAFT_483182	crn1,crn2	31.36,33.33	1.55e-26,2.75e-12
PHYSODRAFT_482931	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	39.02,31.95,32.48,27.2,28.81	3.83e-52,2.42e-31,1.96e-30,6.3e-23,1.5e-21
PHYSODRAFT_250672	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	32,28.02	1.94e-15,4.7e-12
PHYSODRAFT_253824	crn2,crn1	54.22,29.05	9.99e-165,9.09e-44
PHYSODRAFT_301303	Avr3c	34.19	1.25e-10
PHYSODRAFT_303390	EPIC1	31.87	9.58e-14
PHYSODRAFT_287170	crn2,crn1,PsCRN108,RiNLE1,RiCRN1	44.14,43.51,41.13,33.88	4.21e-23,6.77e-21,3.77e-15,7.28e-07
PHYSODRAFT_394428	crn1,crn2,PsCRN108,RiNLE1,RiCRN1	63.79,56.36,48.39,52.5	6.18e-22,5.07e-15,2.3e-12,3.82e-08
PHYSODRAFT_336330	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	59.5,49.19	5.74e-46,9.09e-43,7.45e-34
PHYSODRAFT_356210	crn2,crn1	51.49,28.23	1.42e-98,7.07e-21
PHYSODRAFT_506837,PHYSODRAFT_509650,PHYSODRAFT_509900	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	69.31,43.52,36.72,41.99,40.57	2.01e-166,5.61e-67,1.71e-64,5.64e-64,6.22e-61
PHYSODRAFT_285719	AVR1	27.27	2.03e-08
PHYSODRAFT_420139	Q6PQG3|PHI4252|Epi10,EPI1	37.38,31.31	1.74e-18,4.67e-10
PHYSODRAFT_289236	PsPSR2,PsAvh163,HaRxL24,BSW11,HaRxL96	35.09,31.34,26.83,22.75,24.44	2.6e-78,9.39e-26,4.33e-24,9.99e-11,8.4e-10
PHYSODRAFT_518672	Q6PQG3|PHI4252|Epi10	31.69	9.19e-24
PHYSODRAFT_285572	PsPSR2,HaRxL24	27,23.73	1.2e-14,3.19e-07
PHYSODRAFT_288823	Avh241	37.24	9.65e-21
PHYSODRAFT_509708,PHYSODRAFT_534509	P43070|PHI61|Bgl2,N1JK84|PHI2896|Bec1005	33.58,26.83	8.4e-36,1.31e-07
PHYSODRAFT_286533	Avr3a/5	39.82	1.74e-16
PHYSODRAFT_335376	PsPSR2,HaRxL24,PsAvh163,HaRxL22	25.1,25.44,24.55,24.69	4.98e-40,3.03e-15,1.11e-14,1.49e-08
PHYSODRAFT_495596	Avr1k,PsPSR2,BLR20,HaRxL24	35.12,28.85,33.71,27.84	2.64e-12,3.24e-10,2.35e-08,1.31e-07
PHYSODRAFT_286251	PsPSR2,PsAvh163,HaRxL24,BSW03	29.58,28.85,26.78,27.46	7.12e-45,1.66e-27,3.46e-17,2.33e-09
PHYSODRAFT_491286	P43070|PHI61|Bgl2	23.89	8.21e-07
PHYSODRAFT_341552	PsPSR2,PsAvh163	35.21,26.86	3.95e-66,1.89e-22
PHYSODRAFT_480518	SSPbP94	27.56	1.1e-13
PHYSODRAFT_288440	Avr3a/5	100	1.34e-81
PHYSODRAFT_532115,PHYSODRAFT_532438	Q945T9|PHI653|Gip2,GIP1	100,56.92	0,6.48e-106
PHYSODRAFT_353869	SSPbP94	25.66	1.86e-10
PHYSODRAFT_472926	crn1,crn2	34.41,27.46	1.85e-33,7.25e-12
PHYSODRAFT_355066	PiAvr4	28.19	3.72e-13
PHYSODRAFT_543825	P43070|PHI61|Bgl2	28.31	9.58e-26
PHYSODRAFT_333414	PsPSR2	26.72	4.34e-09
PHYSODRAFT_456707	SSPbP94	26.54	2.86e-13
PHYSODRAFT_254463	Q945T9|PHI653|Gip2,GIP1	47.21,44.12	8.86e-74,1.13e-65
PHYSODRAFT_486124	Q6PQG3|PHI4252|Epi10,EPI1	40,42.5	9.06e-35,4.06e-29
PHYSODRAFT_249125	PsPSR2,HaRxL24,PsAvh163,HaRxL22,BSW11	31.95,33.85,29.88,25.1,27.33	2.16e-47,1.21e-23,8.44e-22,3.47e-11,6.47e-11
PHYSODRAFT_286671	PsPSR2	31.37	5.82e-13
PHYSODRAFT_531425	Q945T9|PHI653|Gip2,GIP1	99.23,56.76	0,1.62e-105
PHYSODRAFT_353541	O42830|PHI660|Cbel(gp34)	83.96	9.54e-153
PHYSODRAFT_329843	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	58.4,39.65,40.91,38.82,35.27	1.55e-96,4.45e-55,1.36e-54,9.29e-50,1.17e-40
PHYSODRAFT_520248	PsXEG1	45.49	4.84e-60
PHYSODRAFT_257244	L7NCR0|PHI8061|Pc129892,MoSPD9,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8	34.27,29.38,26.64,26.54,22.67	8.25e-32,1.12e-18,1.94e-16,1.22e-15,1.33e-08
PHYSODRAFT_447432,PHYSODRAFT_455008	O42830|PHI660|Cbel(gp34)	37.88	7.1e-10
PHYSODRAFT_324695	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	22.92	3.41e-14
PHYSODRAFT_526832	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	41.7,33.33,33.07,30.4,32.59	1.12e-57,3.3e-40,1.71e-35,3.44e-30,5.21e-29
PHYSODRAFT_260049	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9,NEP1,FocSix8	43.96,38.74,35.68,32.97,29.47	1.35e-46,3.28e-31,4.2e-27,3.78e-21,2.47e-16
PHYSODRAFT_559267	HaRxLL441	65.26	5.41e-143
PHYSODRAFT_260883	PsXEG1	48.86	1.3e-70
PHYSODRAFT_286621	Avr1d	48.8	1.64e-35
PHYSODRAFT_413021,PHYSODRAFT_422011	PsCRN108,crn1,crn2	49.18,50,47.14	2.62e-14,1.11e-12,2.27e-10
PHYSODRAFT_284368	PsAvh23,RXLR21	37.33,39.71	9.73e-09,2.68e-08
PHYSODRAFT_423056	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	42.31,32.34,31.76,29.29,32.11	3.77e-53,3.26e-31,8.06e-31,2.07e-22,2.02e-21
PHYSODRAFT_284717	Avr1a	32.97	1.09e-08
PHYSODRAFT_286743	EPIC1	50	9.44e-44
PHYSODRAFT_525945	P29138|PHI4615|Pr1,KEX1	31.2,27.22	3.07e-13,2.63e-12
PHYSODRAFT_526370	PsPSR2,BLR13,PsAvh163,BSW11	31.08,29.94,23.02,26.71	3.41e-30,3.16e-10,5.87e-09,3.34e-08
PHYSODRAFT_285308	Avr3b	79.48	4.17e-111
PHYSODRAFT_249691	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	60.59,45.35,44.26,43.72,38.74	1.88e-103,9.85e-50,1.57e-45,5.8e-44,1.4e-36
PHYSODRAFT_527850	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	40.46,37.13,33.7,33.84,36.13	4.5e-36,5.74e-30,5.91e-24,2.26e-20,4.14e-19
PHYSODRAFT_467571	SSPbP94	28.2	8.28e-09
PHYSODRAFT_265395	PsPSR2,HaRxL24,PsAvh163	35.22,29.28,25.09	3.62e-55,9.47e-29,2.47e-23
PHYSODRAFT_286289	AVR1	26.32	5.22e-07
PHYSODRAFT_338028	P43070|PHI61|Bgl2	24.82	1.48e-16
PHYSODRAFT_384730	EPIC1	34.41	4.78e-10
PHYSODRAFT_308175	PsPSR2,BLR13,PsAvh163	30.12,40.58,30.86	6.39e-10,7.13e-10,1.99e-08
PHYSODRAFT_363598	PsCRN108,crn2,crn1,RiNLE1,RiCRN1	65.67,67.27,55.56,51.92	5.74e-24,5.69e-18,2.41e-16,1.55e-11
PHYSODRAFT_286312	PsPSR2	26.8	3.17e-58
PHYSODRAFT_288469	PsAvh23,RXLR21,AVR2_1	43.08,42.65,40.58	6.1e-11,7.47e-11,6.21e-08
PHYSODRAFT_336225,PHYSODRAFT_336230	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	29.35,29.83	2.32e-14,4.82e-11
PHYSODRAFT_510005	PsPSR2	37.37	1.44e-14
PHYSODRAFT_258225	N4TQ97,X0K3U9	29.41,28.95	1.32e-32,3.58e-31
PHYSODRAFT_299040	PsPSR2,BLR20	23.39,24.42	1.21e-09,5.76e-09
PHYSODRAFT_516798	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	33.7,29.77	4.29e-16,5.71e-14
PHYSODRAFT_295350	PsCRN108	27.81	4.6e-51
PHYSODRAFT_264473	PsPSR2,PsAvh163,BLR13,HaRxL24,BSW11	28.83,26.51,25.08,27.18,22.94	3.2e-33,1.45e-17,1.75e-13,3.37e-12,1.19e-10
PHYSODRAFT_336796	PsPSR2,PsAvh163,HaRxL22	30.71,26.98,27.92	2.46e-48,1.61e-26,2.4e-14
PHYSODRAFT_341789,PHYSODRAFT_341794,PHYSODRAFT_531224	GIP1,Q945T9|PHI653|Gip2	100,60	0,3.4e-101
PHYSODRAFT_354793	SSPbP94	25.73	7.53e-13
PHYSODRAFT_518763	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	50.14,34.06,33.33,23.57	2.2e-133,2.3e-54,2.94e-48,6.64e-22
PHYSODRAFT_355801	GIP1,Q945T9|PHI653|Gip2	41.48,42.86	5.39e-61,1.37e-58
PHYSODRAFT_519234	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	53.69,35.62,33.85,24.08	2.43e-136,1.95e-54,2.16e-49,2.32e-19
PHYSODRAFT_503634	Avr1b-2	54.76	2.86e-14
PHYSODRAFT_449487	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	56.91,46.09,40.48,41.44,37.3	4.78e-41,4.31e-29,6.46e-26,1.23e-23,5.32e-22
PHYSODRAFT_286135	Avr4/6	100	9.93e-89
PHYSODRAFT_286257	Avr1k,BLR20	31,25.22	2.29e-11,2.4e-08
PHYSODRAFT_405055	crn1	33.33	2.32e-07
PHYSODRAFT_288847	PsPSR2,HaRxL2	29.11,29.93	2.29e-14,7.02e-08
PHYSODRAFT_504553	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	40.71,33.62,31.4,28.74,29.7	4.13e-56,5.91e-34,1.07e-30,1.33e-24,1.66e-23
PHYSODRAFT_508915	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,MoSPD9,NEP1,FocSix8	40.43,38.42,35.79,30.69,28.72	2.52e-43,1.8e-28,2.52e-26,2.86e-20,1.17e-15
PHYSODRAFT_354184	P29138|PHI4615|Pr1	31.33	1.44e-17
PHYSODRAFT_259928	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	65.51,43.25,37.17,41.99,40.57	1.04e-163,1.62e-66,4.28e-64,1.44e-63,2e-60
PHYSODRAFT_257123	Q945T9|PHI653|Gip2,GIP1	48.25,45.87	1.36e-68,3.48e-67
PHYSODRAFT_265379	PsPSR2,Avr1k	34.67,31.76	5.84e-07,6.18e-07
PHYSODRAFT_306320	Q6PQG3|PHI4252|Epi10	34.67	5.55e-07
PHYSODRAFT_341721	Q945T9|PHI653|Gip2,GIP1	45.89,40.48	5.26e-63,3.41e-50
PHYSODRAFT_419265	crn2,crn1,RiNLE1,RiCRN1	64.82,57.41,44.23	1e-17,8.69e-15,7.67e-07
PHYSODRAFT_342729	PsCRN108	41.33	4.38e-12
PHYSODRAFT_527352	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	42.04,31.7,33.03,32.14,27.39	2.07e-52,1.66e-35,2.63e-27,2.22e-25,1.1e-22
PHYSODRAFT_532340	GIP1,Q945T9|PHI653|Gip2	57.14,47.78	7.62e-83,1.99e-55
PHYSODRAFT_415690	crn2,crn1	41.15,24.45	2.56e-57,6.94e-12
PHYSODRAFT_284043	Avr1k	24.73	4.94e-11
PHYSODRAFT_286143	Avr1d	31.94	9.2e-09
PHYSODRAFT_341747	Q945T9|PHI653|Gip2,GIP1	62.96,54.9	1.49e-20,1.06e-15
PHYSODRAFT_377617	PsPSR2,HaRxL24	38.37,37.98	1.07e-14,8.54e-11
PHYSODRAFT_317084	PsAvh23	44.74	5.47e-13
PHYSODRAFT_254223	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2	38.06,28.51,28.38,27.6	1.85e-40,3.65e-25,7.42e-23,4.38e-18
PHYSODRAFT_254209	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	65.4,32.31,32.07,27.32	5.88e-129,4.49e-32,1.13e-29,3.82e-13
PHYSODRAFT_332813	PsPSR2,HaRxL24,PsAvh163	30.69,28.91,26.24	4.58e-30,5.07e-20,2.5e-13
PHYSODRAFT_254452	Avr3c	32.26	1.89e-07
PHYSODRAFT_286176	PsAvh23	32.46	2.68e-09
PHYSODRAFT_286219	PsAvh163,PsPSR2,HaRxL22,HaRxL96,HaRxL24	100,26.47,28.48,26.2,23.59	0,7.05e-34,9.16e-32,9.2e-27,1.16e-15
PHYSODRAFT_251306	SSPbP94	28.1	4.07e-19
PHYSODRAFT_285571	PsPSR2,BLR20,HaRxL24	25.27,27.16,24.41	2.75e-13,2.68e-11,7.85e-09
PHYSODRAFT_440880	EPI1	34.33	1.06e-07
PHYSODRAFT_517467	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	31.89,27.57	3.31e-16,1.38e-13
PHYSODRAFT_397963	Q5TIP4|PHI2347|Pgip2	26.72	2.61e-08
PHYSODRAFT_562920	SSPbP94	26.36	6.84e-11
PHYSODRAFT_336498	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	43.46,32.13,32.49,30.41,29.82	9.44e-55,1.32e-32,2.71e-31,5.46e-23,4.69e-20
PHYSODRAFT_355041	PsAvh23,AVR2_1	37.66,34.83	4.31e-09,3.05e-07
PHYSODRAFT_286232	PsAvh163,PsPSR2,HaRxL96,HaRxL22,HaRxL24	37.96,27.3,27.89,27.03,27.82	1.21e-73,2.76e-36,9.98e-26,1.51e-24,2.41e-22
PHYSODRAFT_333395	PsPSR2,PsAvh163,HaRxL24,HaRxL96,BLR13	30.33,30.29,28.02,22.16,27.62	2.13e-61,2.59e-45,9.09e-22,4.29e-12,1.31e-10
PHYSODRAFT_510865	PsPSR2	41.3	8.78e-08
PHYSODRAFT_402889	P43070|PHI61|Bgl2	28.33	2.62e-11
PHYSODRAFT_338798	GIP1,Q945T9|PHI653|Gip2	32.29,28.24	6.4e-09,2.74e-07
PHYSODRAFT_334498	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	48.46,41.63,39.44,35,36.16	9.07e-70,4.13e-52,1.18e-50,1.8e-39,1.59e-36
PHYSODRAFT_482151	PsCRN108,crn2	49.18,32.41	2.29e-13,6.19e-08
PHYSODRAFT_288467	RXLR21,PsAvh23	42.65,43.08	4.2e-11,5.73e-11
PHYSODRAFT_250546	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	30.11,28.11	8.26e-17,9.32e-13
PHYSODRAFT_497982	Q6PQG3|PHI4252|Epi10	40.91	1.12e-09
PHYSODRAFT_246397	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	38.78,32.75,29.96,31.6,27.71	1.56e-53,2.34e-34,6.85e-27,8.57e-27,3.61e-21
PHYSODRAFT_334500	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	86.33,45.57,39.45,37.12,36.96	1.69e-144,2.41e-60,3.88e-50,3.9e-46,1.22e-42
PHYSODRAFT_258167,PHYSODRAFT_309614	SSPbP94	24.61	1.66e-11
PHYSODRAFT_521139	AVR1	28.57	7.4e-07
PHYSODRAFT_341723	Q945T9|PHI653|Gip2,GIP1	42.42,41.7	3.68e-59,7e-56
PHYSODRAFT_286722	Avr1b-1,AVR3a,Avh5,Avr1d	89.13,41.1,31.58,30.14	1.06e-84,5.35e-12,3.53e-08,4.07e-07
PHYSODRAFT_322946	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,Q4G495|PHI492|Bcpg2,P41749|PHI88|Peca,P78607|PHI247|Cppg1	61.88,37.69,35.65,33.85,35.74	2.16e-132,1.86e-58,2.46e-58,2.33e-56,3.87e-54
PHYSODRAFT_288795	PsPSR2,PsAvh163,HaRxL96,HaRxL24,BSW13	33.17,26.73,29.09,25.25,25.43	9.01e-36,4.21e-19,9.18e-17,1.48e-15,6.13e-07
PHYSODRAFT_365377	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	43.89,36.53,32.43,30.05,29.87	2.69e-54,6.99e-34,2.95e-31,3.37e-26,4.51e-24
PHYSODRAFT_262653	Q01905|PHI111PHI760|Inf1	40.28	3.74e-11
PHYSODRAFT_286793	PsAvh23,Avr1d	60.53,33.88	1.31e-26,9.76e-07
PHYSODRAFT_397673	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	51.15,40.38,37.67,38.43,33.18	5e-77,5.68e-51,1.32e-48,6.34e-42,1.48e-35
PHYSODRAFT_284392	Avr1d	35.04	3.58e-08
PHYSODRAFT_289133	PsPSR2	32.5	5.33e-10
PHYSODRAFT_320293,PHYSODRAFT_504133	SSPbP94	30	2.88e-14
PHYSODRAFT_481543	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8	38.43,31.51,31.25,37.41	1.14e-45,9.36e-29,1.01e-28,1.95e-21
PHYSODRAFT_446796	PsCRN108,crn2,crn1	50,54.55,52.73	2.25e-16,4.24e-13,2.21e-12
PHYSODRAFT_516481	PsPSR2,HaRxL24,PsAvh163,HaRxL22,HaRxL96	30.15,29.22,26.5,29.73,27.13	2.43e-30,1.12e-17,1.54e-14,1.46e-10,1.03e-08
PHYSODRAFT_286928	Avr1a,Avr1d	100,33.58	4.46e-86,1.94e-09
PHYSODRAFT_528314	Q01905|PHI111PHI760|Inf1	36.15	3.89e-10
PHYSODRAFT_286791	PsAvh23	60.32	6.66e-16
PHYSODRAFT_292763	crn2	46.25	4.12e-35
PHYSODRAFT_340622	PsPSR2,PsAvh163,HaRxL24	31.78,32.94,32.53	9.19e-17,4.9e-11,1.17e-10
PHYSODRAFT_287339	crn2,crn1	42.76,41.22	1.23e-20,8.2e-18
PHYSODRAFT_526254	SSPbP94	27.72	5.68e-21
PHYSODRAFT_334487	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	55.32,41.89,40.18,34.42,33.06	1.06e-92,3.62e-49,4.85e-49,7.98e-39,5.89e-37
PHYSODRAFT_467400	crn2,crn1,RiNLE1,RiCRN1	49.56,30.15,32.68	5.95e-137,4.86e-43,6.7e-14
PHYSODRAFT_256119	SSPbP94	24.91	2.13e-10
PHYSODRAFT_292798	Avr1d	48.76	7.12e-34
PHYSODRAFT_355133	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	87.83,88.7,51.7	4.48e-67,2.19e-64,4.73e-36
PHYSODRAFT_460598	Q6PQG3|PHI4252|Epi10	33.07	8.66e-18
PHYSODRAFT_254479	GIP1,Q945T9|PHI653|Gip2	56.4,55.86	2.63e-64,6.36e-55
PHYSODRAFT_288434	Avr1k	28.11	1.13e-09
PHYSODRAFT_398376	PsCRN108	43.28	3.82e-08
PHYSODRAFT_480608	EPIC1	28.2	2.78e-10
PHYSODRAFT_303137	PsPSR2	22.86	2.85e-17
PHYSODRAFT_286885	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	92.37,53.04	6.48e-70,8.2e-35,3.92e-34
PHYSODRAFT_288984	Avr4/6	42.02	3.33e-15
PHYSODRAFT_526094	PsPSR2,HaRxL24,HaRxL96,PsAvh163,HaRxL22	29.34,26.25,24.32,24.63,23.45	1.14e-35,1.04e-15,2.82e-13,2.03e-12,1.3e-08
PHYSODRAFT_522189	Q6PQG3|PHI4252|Epi10	36.23	5.97e-08
PHYSODRAFT_286704	Avr1b-1,AVR3a,Avh5	100,31.13,30.33	4.75e-104,8.21e-12,2.4e-09
PHYSODRAFT_259736	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	38.12,30.67,29.88,27.35,29.41	2.7e-49,1.35e-30,3.69e-25,1.83e-23,4.36e-20
