GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains	EffectorCategory
PITG_06729	no	NA	NA	NA	NA	233	4	1.72	no	NA	Unknown
PITG_06729 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06730	no	NA	NA	NA	NA	104	1	0.96	no	NA	Unknown
PITG_06730 	yes	EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06733	no	NA	NA	NA	NA	640	19	2.97	no	NA	Unknown
PITG_06733 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06734	no	NA	NA	NA	NA	662	26	3.93	yes	NA	Unknown
PITG_06734 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06740	no	NA	NA	NA	NA	220	2	0.91	no	NA	Unknown
PITG_06740 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06743	no	NA	NA	NA	NA	173	2	1.16	no	NA	Unknown
PITG_06743 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06744	no	NA	NA	NA	NA	405	9	2.22	no	NA	Unknown
PITG_06744 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06745	no	NA	NA	NA	NA	205	2	0.98	no	NA	Unknown
PITG_06745 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06752	no	NA	NA	NA	NA	559	7	1.25	no	NA	Unknown
PITG_06752 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06753	no	NA	NA	NA	NA	1578	10	0.63	no	NA	Unknown
PITG_06753 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06754	no	NA	NA	NA	NA	223	3	1.35	no	NA	Unknown
PITG_06754 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06756	no	NA	NA	NA	NA	313	5	1.6	no	NA	Unknown
PITG_06756 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06763	no	NA	NA	NA	NA	252	1	0.4	no	NA	Unknown
PITG_06763 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06766	no	NA	NA	NA	NA	430	14	3.26	yes	NA	Unknown
PITG_06766 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06767	no	NA	NA	NA	NA	496	7	1.41	no	NA	Unknown
PITG_06767 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06771	no	NA	NA	NA	NA	137	0	0	no	NA	Unknown
PITG_06771 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06772	no	NA	NA	NA	NA	745	6	0.81	no	NA	Unknown
PITG_06772 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06776	no	NA	NA	NA	NA	883	18	2.04	no	NA	Unknown
PITG_06776 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06781	no	NA	NA	NA	NA	213	3	1.41	no	NA	Unknown
PITG_06781 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06794	no	NA	NA	NA	NA	469	10	2.13	no	NA	Unknown
PITG_06794 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06798	no	NA	NA	NA	NA	62	1	1.61	no	NA	Unknown
PITG_06798 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06799	no	NA	NA	NA	NA	148	2	1.35	no	NA	Unknown
PITG_06799 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06801	no	NA	NA	NA	NA	188	0	0	no	NA	Unknown
PITG_06801 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06802	no	NA	NA	NA	NA	422	8	1.9	no	NA	Unknown
PITG_06802 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06804	no	NA	NA	NA	NA	5272	55	1.04	no	NA	Unknown
PITG_06804 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06805	no	NA	NA	NA	NA	370	2	0.54	no	NA	Unknown
PITG_06805 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06808	no	NA	NA	NA	NA	639	2	0.31	no	NA	Unknown
PITG_06808 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06809	no	NA	NA	NA	NA	296	10	3.38	yes	NA	Unknown
PITG_06809 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06813	no	NA	NA	NA	NA	285	4	1.4	no	NA	Unknown
PITG_06813 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06814	no	NA	NA	NA	NA	172	6	3.49	yes	NA	Unknown
PITG_06814 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06815	no	NA	NA	NA	NA	498	15	3.01	yes	NA	Unknown
PITG_06815 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06816	no	NA	NA	NA	NA	318	28	8.81	yes	NA	Unknown
PITG_06816 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06819	no	NA	NA	NA	NA	307	5	1.63	no	NA	Unknown
PITG_06819 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06820	no	NA	NA	NA	NA	700	2	0.29	no	NA	Unknown
PITG_06820 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06823	no	NA	NA	NA	NA	280	6	2.14	no	NA	Unknown
PITG_06823 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06827	no	NA	NA	NA	NA	681	12	1.76	no	NA	Unknown
PITG_06827 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06831	no	NA	NA	NA	NA	780	10	1.28	no	NA	Unknown
PITG_06831 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06832	no	NA	NA	NA	NA	1769	27	1.53	no	NA	Unknown
PITG_06832 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06834	no	NA	NA	NA	NA	580	8	1.38	no	NA	Unknown
PITG_06834 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06843	no	NA	NA	NA	NA	95	2	2.11	no	NA	Unknown
PITG_06843 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06849	no	NA	NA	NA	NA	436	22	5.05	yes	NA	Unknown
PITG_06849 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06851	no	NA	NA	NA	NA	286	2	0.7	no	NA	Unknown
PITG_06851 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06852	no	NA	NA	NA	NA	612	4	0.65	no	NA	Unknown
PITG_06852 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06854	no	NA	NA	NA	NA	201	2	1	no	NA	Unknown
PITG_06854 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06855	no	NA	NA	NA	NA	490	7	1.43	no	NA	Unknown
PITG_06855 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06859	no	NA	NA	NA	NA	684	13	1.9	no	NA	Unknown
PITG_06859 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06864	no	NA	NA	NA	NA	763	21	2.75	no	NA	Unknown
PITG_06864 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06867	no	NA	NA	NA	NA	441	17	3.85	yes	NA	Unknown
PITG_06867 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PITG_06876	no	NA	NA	NA	NA	269	4	1.49	no	NA	Unknown
PITG_06876 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06877	no	NA	NA	NA	NA	655	21	3.21	yes	NA	Unknown
PITG_06877 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06878	no	NA	NA	NA	NA	334	4	1.2	no	NA	Unknown
PITG_06878 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06888	no	NA	NA	NA	NA	121	8	6.61	yes	NA	Unknown
PITG_06888 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06890	no	NA	NA	NA	NA	462	5	1.08	no	NA	Unknown
PITG_06890 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06893	no	NA	NA	NA	NA	583	3	0.51	no	NA	Unknown
PITG_06893 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06899	no	NA	NA	NA	NA	880	4	0.45	no	NA	Unknown
PITG_06899 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06900	no	NA	NA	NA	NA	647	17	2.63	no	NA	Unknown
PITG_06900 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06905	no	NA	NA	NA	NA	412	11	2.67	no	NA	Unknown
PITG_06905 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06907	no	NA	NA	NA	NA	527	13	2.47	no	NA	Unknown
PITG_06907 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06908	no	NA	NA	NA	NA	173	6	3.47	yes	NA	Unknown
PITG_06908 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06910	no	NA	SSPbP94	29.34	4.54e-20	302	5	1.66	no	NA	PHI-only
PITG_06910 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06911	no	NA	NA	NA	NA	573	4	0.7	no	NA	Unknown
PITG_06911 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06919	no	NA	NA	NA	NA	393	6	1.53	no	NA	Unknown
PITG_06919 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06922	no	NA	NA	NA	NA	216	6	2.78	no	NA	Unknown
PITG_06922 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06924	no	NA	NA	NA	NA	1000	11	1.1	no	NA	Unknown
PITG_06924 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06925	no	NA	NA	NA	NA	567	10	1.76	no	NA	Unknown
PITG_06925 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06927	no	NA	NA	NA	NA	378	12	3.17	yes	NA	Unknown
PITG_06927 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06928	no	NA	NA	NA	NA	486	9	1.85	no	NA	Unknown
PITG_06928 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06932	no	NA	NA	NA	NA	146	5	3.42	yes	NA	Unknown
PITG_06932 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06935	no	NA	NA	NA	NA	520	3	0.58	no	NA	Unknown
PITG_06935 	yes	NA	NA	NA	NA	NA	NA	NA	NA	TPR	Domain-only
PITG_06938	no	NA	NA	NA	NA	297	8	2.69	no	NA	Unknown
PITG_06938 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06939	no	NA	NA	NA	NA	377	9	2.39	no	NA	Unknown
PITG_06939 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06941	no	NA	NA	NA	NA	1090	7	0.64	no	NA	Unknown
PITG_06941 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06944	no	NA	NA	NA	NA	124	6	4.84	yes	NA	Unknown
PITG_06944 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06948	no	NA	NA	NA	NA	159	4	2.52	no	NA	Unknown
PITG_06948 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06949	no	NA	NA	NA	NA	133	2	1.5	no	NA	Unknown
PITG_06949 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06954	no	NA	NA	NA	NA	661	14	2.12	no	NA	Unknown
PITG_06954 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06962	no	NA	PsXEG1	54.55	6.21e-84	405	3	0.74	no	NA	PHI-only
PITG_06962 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06968	no	NA	NA	NA	NA	766	23	3	no	NA	Unknown
PITG_06968 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	TPR	Motif-only
PITG_06969	no	NA	NA	NA	NA	258	2	0.78	no	NA	Unknown
PITG_06969 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06970	no	NA	NA	NA	NA	640	10	1.56	no	NA	Unknown
PITG_06970 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06973	no	NA	NA	NA	NA	247	6	2.43	no	NA	Unknown
PITG_06973 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06977	no	NA	NA	NA	NA	252	8	3.17	yes	NA	Unknown
PITG_06977 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06980	no	NA	NA	NA	NA	297	16	5.39	yes	NA	Unknown
PITG_06980 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06982	no	NA	NA	NA	NA	414	6	1.45	no	NA	Unknown
PITG_06982 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06987	no	NA	NA	NA	NA	307	1	0.33	no	NA	Unknown
PITG_06987 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06996	no	NA	NA	NA	NA	233	2	0.86	no	NA	Unknown
PITG_06996 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_06997	no	NA	NA	NA	NA	168	7	4.17	yes	NA	Unknown
PITG_06997 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07008	no	NA	NA	NA	NA	468	4	0.85	no	NA	Unknown
PITG_07008 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07009	no	NA	NA	NA	NA	284	4	1.41	no	NA	Unknown
PITG_07009 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07010	no	NA	NA	NA	NA	316	4	1.27	no	NA	Unknown
PITG_07010 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07013	no	NA	NA	NA	NA	155	4	2.58	no	NA	Unknown
PITG_07013 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07014	no	NA	Avr1b-2	54.72	2.62e-36	NA	NA	NA	NA	NA	PHI-only
PITG_07027	no	NA	NA	NA	NA	537	4	0.74	no	NA	Unknown
PITG_07027 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07029	no	NA	M2TW52|PHI4988|Ppt1	31.07	1.23e-34	NA	NA	NA	NA	NA	PHI-only
PITG_07033	no	NA	NA	NA	NA	130	2	1.54	no	NA	Unknown
PITG_07033 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07034	no	NA	NA	NA	NA	1225	19	1.55	no	NA	Unknown
PITG_07034 	yes	LysM,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07036	no	NA	NA	NA	NA	1124	18	1.6	no	NA	Unknown
PITG_07036 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07037	no	NA	NA	NA	NA	1079	19	1.76	no	NA	Unknown
PITG_07037 	yes	[LI]xAR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07039	no	NA	NA	NA	NA	374	10	2.67	no	NA	Unknown
PITG_07039 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07045	no	NA	NA	NA	NA	844	18	2.13	no	NA	Unknown
PITG_07045 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07050	no	NA	NA	NA	NA	135	3	2.22	no	NA	Unknown
PITG_07050 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07055	no	NA	NA	NA	NA	902	18	2	no	NA	Unknown
PITG_07055 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	TPR	Motif-only
PITG_07059	no	NA	NA	NA	NA	443	3	0.68	no	NA	Unknown
PITG_07059 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07079	no	NA	NA	NA	NA	308	6	1.95	no	NA	Unknown
PITG_07079 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07081	no	NA	NA	NA	NA	296	6	2.03	no	NA	Unknown
PITG_07081 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07084	no	NA	NA	NA	NA	336	5	1.49	no	NA	Unknown
PITG_07084 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07087	no	NA	NA	NA	NA	474	5	1.05	no	NA	Unknown
PITG_07087 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07090	no	NA	NA	NA	NA	42	0	0	no	NA	Unknown
PITG_07090 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07091	no	NA	NA	NA	NA	159	7	4.4	yes	NA	Unknown
PITG_07091 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07094	no	NA	EPI1	33.7	9.7e-10	NA	NA	NA	NA	NA	PHI-only
PITG_07095	no	NA	Q6PQG3|PHI4252|Epi10	39.22	5.55e-07	NA	NA	NA	NA	NA	PHI-only
PITG_07096	no	NA	NA	NA	NA	444	45	10.14	yes	NA	Unknown
PITG_07096 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07097	no	NA	NA	NA	NA	408	7	1.72	no	NA	Unknown
PITG_07097 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07100	no	NA	NA	NA	NA	409	6	1.47	no	NA	Unknown
PITG_07100 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07101	no	NA	NA	NA	NA	1128	11	0.98	no	NA	Unknown
PITG_07101 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07104	no	NA	NA	NA	NA	393	4	1.02	no	NA	Unknown
PITG_07104 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07108	no	NA	NA	NA	NA	309	2	0.65	no	NA	Unknown
PITG_07108 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07110	no	NA	NA	NA	NA	724	13	1.8	no	NA	Unknown
PITG_07110 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07112	no	NA	NA	NA	NA	124	2	1.61	no	NA	Unknown
PITG_07112 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07117	no	NA	NA	NA	NA	617	11	1.78	no	NA	Unknown
PITG_07117 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07121	no	NA	NA	NA	NA	360	8	2.22	no	NA	Unknown
PITG_07121 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07124	no	NA	NA	NA	NA	151	3	1.99	no	NA	Unknown
PITG_07124 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	HAT	Motif-only
PITG_07128	no	NA	NA	NA	NA	371	1	0.27	no	NA	Unknown
PITG_07128 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07137	no	NA	NA	NA	NA	155	4	2.58	no	NA	Unknown
PITG_07137 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07138	no	NA	NA	NA	NA	35	0	0	no	NA	Unknown
PITG_07138 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07139	no	NA	NA	NA	NA	554	6	1.08	no	NA	Unknown
PITG_07139 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07141	no	NA	NA	NA	NA	463	5	1.08	no	NA	Unknown
PITG_07141 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07145	no	NA	NA	NA	NA	435	1	0.23	no	NA	Unknown
PITG_07145 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07147	no	NA	NA	NA	NA	500	4	0.8	no	NA	Unknown
PITG_07147 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07153	no	NA	NA	NA	NA	496	12	2.42	no	NA	Unknown
PITG_07153 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07155	no	NA	NA	NA	NA	216	0	0	no	NA	Unknown
PITG_07155 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07157	no	NA	NA	NA	NA	464	9	1.94	no	NA	Unknown
PITG_07157 	yes	YFWxC,EAR_1,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07163	no	NA	NA	NA	NA	101	5	4.95	yes	NA	Unknown
PITG_07163 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07166	no	NA	NA	NA	NA	380	4	1.05	no	NA	Unknown
PITG_07166 	yes	[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07171	no	NA	NA	NA	NA	293	5	1.71	no	NA	Unknown
PITG_07171 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07172	no	NA	NA	NA	NA	1387	20	1.44	no	NA	Unknown
PITG_07172 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07173	no	NA	NA	NA	NA	155	0	0	no	NA	Unknown
PITG_07173 	yes	RXLR,Crinkler,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07175	no	NA	NA	NA	NA	194	1	0.52	no	NA	Unknown
PITG_07175 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07183	no	NA	NA	NA	NA	71	0	0	no	NA	Unknown
PITG_07183 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07190	no	NA	NA	NA	NA	338	2	0.59	no	NA	Unknown
PITG_07190 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07191	no	NA	NA	NA	NA	382	8	2.09	no	NA	Unknown
PITG_07191 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07200	no	NA	NA	NA	NA	351	6	1.71	no	NA	Unknown
PITG_07200 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07206	no	NA	NA	NA	NA	246	9	3.66	yes	NA	Unknown
PITG_07206 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07210	no	NA	NA	NA	NA	647	10	1.55	no	NA	Unknown
PITG_07210 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07214	no	NA	NA	NA	NA	628	12	1.91	no	NA	Unknown
PITG_07214 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07224	no	NA	NA	NA	NA	157	8	5.1	yes	NA	Unknown
PITG_07224 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07229	no	NA	NA	NA	NA	110	2	1.82	no	NA	Unknown
PITG_07229 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07230	no	NA	NA	NA	NA	2550	43	1.69	no	NA	Unknown
PITG_07230 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07233	no	NA	NA	NA	NA	838	14	1.67	no	NA	Unknown
PITG_07233 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07235	no	NA	NA	NA	NA	902	15	1.66	no	NA	Unknown
PITG_07235 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07236	no	NA	NA	NA	NA	570	11	1.93	no	NA	Unknown
PITG_07236 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07237	no	NA	NA	NA	NA	485	8	1.65	no	NA	Unknown
PITG_07237 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07240	no	NA	NA	NA	NA	255	3	1.18	no	NA	Unknown
PITG_07240 	yes	LysM,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07241	no	NA	NA	NA	NA	554	4	0.72	no	NA	Unknown
PITG_07241 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07249	no	NA	NA	NA	NA	339	28	8.26	yes	NA	Unknown
PITG_07249 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07251	no	NA	NA	NA	NA	830	20	2.41	no	NA	Unknown
PITG_07251 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07252	no	NA	NA	NA	NA	209	3	1.44	no	NA	Unknown
PITG_07252 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07256	no	NA	NA	NA	NA	218	3	1.38	no	NA	Unknown
PITG_07256 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07257	no	NA	NA	NA	NA	477	3	0.63	no	NA	Unknown
PITG_07257 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07259	no	NA	NA	NA	NA	272	6	2.21	no	NA	Unknown
PITG_07259 	yes	G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07260	no	NA	NA	NA	NA	251	1	0.4	no	NA	Unknown
PITG_07260 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_07261	no	NA	NA	NA	NA	558	14	2.51	no	NA	Unknown
PITG_07261 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
