GeneID	Hit	PercID	Evalue
PITG_12791	PsAvh163,PsPSR2,HaRxL22	29.56,27.06,30.6	3.52e-45,1.03e-22,3.68e-21
PITG_16619	crn1,crn2	81.19,29.05	0,4.13e-37
PITG_22089	Avr1b-1,AVR3a	37.68,28.76	1.87e-17,1.13e-10
PITG_04097	Avrblb2	64.77	4.95e-27
PITG_09538	SSPbP94	30.29	2.27e-29
PITG_16600	crn1,crn2	94.66,29.24	0,9.01e-36
PITG_22828	Avh5	38.81	1.86e-24
PITG_22824	PsAvh163,HaRxL22,PsPSR2,HaRxL24	29.32,29.43,23.45,23.67	6.72e-48,1.1e-26,1.79e-24,1.03e-09
PITG_19528	BLN08	30.16	8.3e-15
PITG_06077	AVR2_1,PsAvh23	41.46,37.61	1.97e-12,1.66e-08
PITG_07486	crn1	28.16	1.36e-11
PITG_14062	PsAvh163,PsPSR2,HaRxL96,HaRxL22,HaRxL24	30,29.83,32.06,27.6,25.24	1.81e-30,3.87e-27,9.08e-18,5.72e-15,1.81e-10
PITG_22901	crn2	34.27	2.25e-08
PITG_13638	Q945T9|PHI653|Gip2,GIP1	63.56,60.62	3.91e-117,1.6e-111
PITG_16701	PsPSR2,HaRxL24,PsAvh163	32.34,21.48,25.28	1.08e-40,6.1e-18,1.12e-15
PITG_21245	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78608|PHI437|Cppg2	71.7,39.35,42.81,35.87,36.98	2.07e-172,1.5e-65,6.69e-65,4.57e-63,3.7e-62
PITG_13959	Avr1d	45.45	1.45e-27
PITG_15191	HaRxLL441	66.67	4.32e-144
PITG_16822	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2	71.82,33.42,38.51,38.84,36.03	3.18e-174,1.78e-61,2.04e-55,2.14e-53,1.24e-52
PITG_13930	AVR2_1	33.94	2.6e-08
PITG_19936	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,FocSix8,Q0E7H7|PHI2342|Benep2	45.34,32.76,33.88,30.13,32.44	1.09e-60,1.99e-39,2.17e-34,5.14e-30,3.33e-27
PITG_04812	PsCRN108	31.26	4.06e-79
PITG_18171	SSPbP94	24.61	2.2e-11
PITG_07467,PITG_07468	crn1	31.06	3.34e-10
PITG_05437	Q6PQG3|PHI4252|Epi10	33.53	1.55e-17
PITG_22829	crn1	34.74	8.84e-11
PITG_09175	EPIC1	91.13	2.24e-73
PITG_09173	EPIC1	92.74	3.14e-74
PITG_23088	crn1,crn2	83.94,28.21	0,6.63e-38
PITG_13320	EPIC1	28.57	4.62e-12
PITG_11475	SSPbP94	23.4	3.03e-15
PITG_18609	Avh5	38.51	1.29e-27
PITG_13119	BLR20,PsPSR2	25.09,23.13	8.48e-19,1.75e-08
PITG_14935	SSPbP94	26.59	5.9e-12
PITG_19655,PITG_19992	PsPSR2,HaRxL24,PsAvh163	29.55,24.7,21.4	3.18e-34,1.9e-20,1.71e-07
PITG_13956,PITG_21645	AVR2_1	34.58	2.71e-08
PITG_23211	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	50.44,33.77,34.96,31.62,30.96	2.94e-63,2.5e-38,1.66e-35,2.57e-30,2.44e-23
PITG_23063	PsCRN108,crn1	62.31,57.85	1.31e-43,8.9e-33
PITG_03186	N4TQ97,X0K3U9	35.84,35.54	4.08e-61,7.56e-60
PITG_07501	crn1	28.9	3.57e-10
PITG_15679	Avr3b	39.07	3.06e-18
PITG_02624	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,Q00663|PHI17|Acp	21.45,23.1	4e-11,3.59e-08
PITG_18547	crn2	79.36	3.63e-84
PITG_16710	PsPSR2,HaRxL24	27.22,25.75	8.08e-11,2.55e-07
PITG_04868	SSPbP94	24.86	1.22e-11
PITG_03417	SSPbP94	28.99	2.85e-14
PITG_06326	Q945T9|PHI653|Gip2,GIP1	42.05,42.25	4.58e-21,8.69e-13
PITG_04123	P43070|PHI61|Bgl2	25.24	1.5e-10
PITG_10116	PsPSR2,HaRxL24,PsAvh163,HaRxL96,HaRxL22	35.71,26.24,29.1,25.89,23.19	1.36e-42,1.61e-23,6.68e-22,2.96e-10,3.42e-09
PITG_15425	PsPSR2,PsAvh163	28.44,28.16	1.9e-10,1.75e-07
PITG_13258	SSPbP94	31.6	1.55e-34
PITG_16144	crn2,crn1,PsCRN108	75.21,28.77,41.86	3.22e-180,1.15e-27,1.55e-24
PITG_15337	Avr3a/5	36.44	7.04e-12
PITG_04090	Avrblb2	89	3.22e-48
PITG_16737	HaRxL2	27.27	2.72e-11
PITG_04749	PsCRN108	31.44	2.45e-91
PITG_23147	Q6PQG3|PHI4252|Epi10,EPI1	46.77,36.62	9.34e-16,3.31e-08
PITG_16995	PsXEG1	50.54	2.96e-62
PITG_22879	PsPSR2	32.97	7e-27
PITG_05074	PsPSR2,HaRxL24,PsAvh163	34.36,30.82,28.76	6.03e-31,5.35e-14,3.57e-12
PITG_22727	Avrblb2	66.18	7.9e-27
PITG_04768	PsCRN108	32.52	2.25e-81
PITG_12642,PITG_12644,PITG_12645	crn1,crn2	93.52,28.66	0,5e-33
PITG_15032	PsPSR2,PsAvh163,HaRxL24,HaRxL22	38.05,29.86,30.04,22.35	5.24e-101,1.05e-34,8.03e-32,1.28e-11
PITG_22968	crn1,PsCRN108	90.37,50	1.93e-79,6.9e-25
PITG_19624	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	65.12,42.33,34.47,37.8,36.78	6.36e-155,6.57e-64,1.21e-62,3.22e-61,1.09e-58
PITG_02702	Q945T9|PHI653|Gip2,GIP1	33.55,33.33	7.41e-22,4.79e-21
PITG_22677	Q94FS7|PHI665|Pcf	77.27	2.24e-28
PITG_15649	SSPbP94	29.89	7.11e-27
PITG_05430	Q6PQG3|PHI4252|Epi10,EPI1	29.21,37.09	1.09e-22,6.47e-22
PITG_09632	Avrblb2	52.81	5.87e-18
PITG_07094	EPI1	33.7	9.7e-10
PITG_22740	PsPSR2,BLR13,PsAvh163,HaRxL22	30.55,23.16,26.51,25.35	2.16e-57,7.48e-15,1.58e-13,5.71e-11
PITG_13509	PsPSR2	29.46	5.56e-10
PITG_18986	PsAvh23	38.3	7.75e-11
PITG_19455	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2	66.85,34.33,32.51,37.73,32.74	1.61e-152,4.67e-54,1.62e-53,1.82e-53,6.67e-52
PITG_11973	PsPSR2	25	7.3e-08
PITG_10347	PsAvh163,HaRxL22,HaRxL96,PsPSR2,HaRxL24	37.1,30.03,28.83,26.29,24.52	1.42e-72,6.68e-28,6.77e-27,4.44e-26,1.14e-10
PITG_21248	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	76.18,34.58,40.92,38.26,37.33	6.36e-176,5.7e-66,5.25e-65,1.33e-58,3.06e-58
PITG_05049	crn2,crn1	96.28,28.12	0,2.84e-32
PITG_16622	crn1,crn2	83.49,28.48	0,2.64e-38
PITG_11384	Avr3a/5	44.44	5.98e-10
PITG_07014	Avr1b-2	54.72	2.62e-36
PITG_19320	crn1,crn2	93.43,28.57	0,9.37e-19
PITG_09915	Avr1b-1	35.48	5.35e-07
PITG_11899	Q6PQG3|PHI4252|Epi10	50	1.39e-09
PITG_22926	PiAvr4	30.2	1.05e-15
PITG_07488	PsCRN108,crn2,crn1	52.86,50,46.43	7.18e-17,1.89e-11,3.3e-08
PITG_15125	PsAvh163,HaRxL22,PsPSR2	33.19,28.38,24.08	1.52e-65,1.12e-28,3.87e-28
PITG_22972	Avr1d,PsAvh23,AVR2_1	39.74,38.36,37.68	2.1e-09,6.74e-09,1.22e-08
PITG_06071	AVR2_1,PsAvh23	39.02,41.11	2.01e-10,2.13e-07
PITG_11909	P29138|PHI4615|Pr1,KEX1	31.56,25.36	5.86e-15,1.14e-10
PITG_05068	RxLR30	32.76	5.22e-09
PITG_03192	PITG_03192	100	5.1e-107
PITG_17055	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	52.98,32.7,33.23,23.84	5.05e-136,2.48e-52,5.54e-47,3.19e-22
PITG_03639	O42830|PHI660|Cbel(gp34)	88.43	7.28e-161
PITG_13018	PsPSR2,PsAvh163,HaRxL96,HaRxL24	35.62,27.61,27.74,29.13	1.62e-18,9e-12,2.59e-09,7.85e-09
PITG_18685,PITG_22604	Avrblb2	52.06	3.21e-15
PITG_22940	Q6PQG3|PHI4252|Epi10,EPI1	45.16,36.62	4.72e-15,1.95e-08
PITG_06030	PsAvh163,PsPSR2,HaRxL96,HaRxL22	35.88,29.75,29.27,25	3.78e-27,1.55e-13,1.25e-10,4.28e-09
PITG_04767	PsCRN108	31.91	7.2e-80
PITG_14884	PsPSR2,PsAvh163,BLR13,BSW11	26.09,27.91,26.95,24.14	1.22e-50,3.7e-24,3.95e-19,1.88e-18
PITG_16726	PsPSR2,HaRxL24,PsAvh163,HaRxL22	27.56,25.58,21.84,22.09	2.05e-52,1.76e-25,1.01e-22,7.15e-11
PITG_04778	PsCRN108	36.54	2.48e-31
PITG_00821	PsAvh23	36.67	8.5e-11
PITG_16708	PsPSR2,HaRxL24,PsAvh163	30.77,32.14,27.59	8e-12,6.89e-10,1.87e-07
PITG_07558	AVR1	27.78	5.67e-11
PITG_07507	crn1	33.85	5.37e-10
PITG_20169	crn1,crn2	95.53,29.63	8.13e-129,2.34e-15
PITG_16592	crn1,crn2,RiNLE1,RiCRN1	46.43,34.46,31.5	2.82e-21,1.84e-16,1.29e-07
PITG_22916	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,FocSix8,MoSPD9	42.86,33.2,29.69,29,30.37	3.12e-55,2.77e-34,3.48e-32,8.41e-29,2.3e-27
PITG_17309	PsPSR2,HaRxL24,PsAvh163,BLR36	26.95,27.68,27.11,23	1.31e-27,9.26e-11,1.82e-10,1.23e-07
PITG_10284	O42830|PHI660|Cbel(gp34)	43.75	4.65e-66
PITG_04052	PsPSR2,PsAvh163,HaRxL24	33.33,31.87,29.82	4.52e-42,1.89e-21,2.89e-21
PITG_05043	crn2,RiNLE1,RiCRN1	93.44,45.9	9.81e-79,5.72e-09
PITG_09732	PsAvh163,HaRxL22,PsPSR2,HaRxL96	29.46,29.01,24.6,29.47	1.51e-43,6.01e-25,2.29e-19,9.57e-19
PITG_07634	PsPSR2	24.38	4.53e-09
PITG_10465	PsAvh163,HaRxL96,HaRxL22,PsPSR2	33.76,29.28,26.82,26.26	1.07e-24,2.04e-18,3.51e-14,1.22e-09
PITG_13847	PsPSR2,PsAvh163,BSW11,HaRxL24,BLR13	29.5,25.67,24.93,26.71,22.47	4.21e-53,3.04e-21,2.46e-15,2.51e-13,1.07e-11
PITG_07029	M2TW52|PHI4988|Ppt1	31.07	1.23e-34
PITG_19649	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,O00094|PHI114|Pg1,P78607|PHI247|Cppg1	67.15,39.37,33.68,42.28,39.75	9.82e-130,1.37e-51,2.66e-48,3.3e-47,3.45e-45
PITG_05096	PsPSR2,HaRxL24,BSW11	28.48,29.86,26.06	3.96e-35,7.64e-18,4.85e-17
PITG_15571	SSPbP94	20.75	3.52e-10
PITG_15753	PsPSR2	30.95	1.76e-07
PITG_11527	HaRxL36	81.6	3.82e-76
PITG_23175	crn2,crn1,PsCRN108,RiNLE1,RiCRN1	72.12,32.59,37.79,34.92	1.28e-128,2.5e-22,5.7e-17,1.49e-12
PITG_07095	Q6PQG3|PHI4252|Epi10	39.22	5.55e-07
PITG_17054	W2MG57|PHI7911|Ppxyn1,Q8NJ73|PHI2043|Xyl-6,O59937|PHI569|Xyl3,CfEcp5	49.58,33.44,32.27,24.52	1.02e-128,3.72e-52,1.59e-44,7.02e-22
PITG_09109	PsPSR2,HaRxL24,HaRxL96	33.78,34.75,28.78	7.33e-25,2.24e-15,1.8e-07
PITG_12832	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	31.46,25.87	1.36e-15,2.97e-12
PITG_08578	SSPbP94	27.27	6.27e-18
PITG_20857	Avrblb2	49.33	6.47e-14
PITG_15930	AVR1	25.85	4.87e-12
PITG_19623	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2,P41749|PHI88|Peca	65.95,37.13,40.06,36.69,33.53	3.93e-157,3e-58,1.04e-57,4.1e-57,1.13e-54
PITG_05095	PsPSR2,BSW11,HaRxL24,BLR13,BLR36	29.75,26.32,30.33,27.61,28.5	4.94e-39,8.12e-20,3.69e-19,7.59e-19,1.47e-14
PITG_07556	AVR1	24.69	1.76e-07
PITG_15105	PsAvh163,PsPSR2,HaRxL24	38.09,23.96,25.07	2.99e-74,1.16e-47,9.52e-18
PITG_00023	SSPbP94	29.2	3.17e-15
PITG_16824	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,Q9C4A0|PHI2817|Aapg1	76.8,35.58,41.9,38.94,36.96	0,2.61e-71,3.03e-65,3.33e-65,4.06e-62
PITG_11807	GIP1	27.8	1.19e-10
PITG_21925	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,Q9C4A0|PHI2817|Aapg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1	71.67,38.56,37.5,39.29,36.75	2.83e-102,1.12e-45,1.08e-38,1.56e-38,5.79e-37
PITG_11359	PsAvh163,PsPSR2,HaRxL96,HaRxL22	36.05,30.49,32.88,41.18	1.07e-15,4.4e-12,4.6e-11,6.12e-09
PITG_14685	PsAvh163,HaRxL22,PsPSR2,HaRxL96	33.74,29.55,26.55,28.57	2.44e-63,1.22e-23,1.93e-22,2.13e-19
PITG_04963	PsCRN108	31.47	7.26e-74
PITG_05910	PiAvr4	29.95	2.62e-15
PITG_21288	HaRxL24	28.8	4.61e-08
PITG_05004	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3	24.46,21.14	3.38e-10,7.37e-07
PITG_22725	Avrblb2	51.39	4.54e-15
PITG_09757	BLR20,PsPSR2,BLN08_2	24.21,20.69,24.5	1.25e-14,2.68e-08,1.69e-07
PITG_04760	PsCRN108	31.78	6.15e-79
PITG_04081	Avrblb2	52.06	7.34e-17
PITG_07587	Avh5	44.53	5.17e-33
PITG_00691	P29138|PHI4615|Pr1,KEX1	27.71,26.32	2.3e-12,2.32e-10
PITG_22995	Q6PQG3|PHI4252|Epi10	43.75	5.49e-09
PITG_21623	Q945T9|PHI653|Gip2,GIP1	33.55,31.43	5.63e-17,1.79e-14
PITG_14054	AVR1	31.69	4.16e-10
PITG_16738	PsPSR2	25.53	2.07e-07
PITG_22053	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	43.5,32,32.3,29.92,30.99	4.66e-53,6.71e-33,8.57e-28,2.72e-26,4.01e-24
PITG_07533	AVR1	27.08	2.4e-09
PITG_07586	HaRxL44,HaRxLL108	45.45,37	1.99e-11,7.07e-09
PITG_04805	PsCRN108	31.2	5.79e-78
PITG_17199	crn2,crn1	96.72,28	0,2.53e-32
PITG_04975	P0CY26|PHI68|Sap1,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	26.48,22.9	9.21e-15,1.07e-14
PITG_19636	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2,P41749|PHI88|Peca,O00094|PHI114|Pg1	68.42,38.73,37.32,32.88,38.66	8.15e-58,1.27e-21,1.56e-19,1.7e-19,1.03e-17
PITG_22941	Q6PQG3|PHI4252|Epi10,EPI1	45.16,35.21	1.43e-14,7.01e-07
PITG_22681	EPI1,Q6PQG3|PHI4252|Epi10	100,41.44	1.13e-111,2.06e-20
PITG_22171	Q6PQG3|PHI4252|Epi10	31.71	3.45e-12
PITG_08944	PsXEG1	50.45	1.37e-74
PITG_23076	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,FocSix8	34.33,27.84,24.56,26.22	6.1e-43,6.79e-27,4.37e-20,1.08e-18
PITG_16575	crn1,crn2	84.13,29.26	0,2.87e-41
PITG_05114	P0CY26|PHI68|Sap1,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	24.79,25.84,24.01	6.95e-15,7.11e-14,2.98e-12
PITG_01114	SSPbP94	25.25	3.37e-10
PITG_16584	crn1,crn2	81.42,29.05	0,1.1e-37
PITG_20303	Avrblb2	95	2.91e-51
PITG_19621	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca	57.66,37.88	8.06e-26,5.96e-11
PITG_07499	AVR2_1	42.17	5.21e-11
PITG_21107	Avr1d	46.88	2.75e-31
PITG_12357	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	22.49	4.1e-08
PITG_04466	OASTL	25.83	4.83e-09
PITG_09935	Avr1b-1	33.87	4.99e-07
PITG_18675	Avrblb2	58.9	5.7e-25
PITG_15660	SSPbP94	30.57	4.72e-31
PITG_23012	Q6PQG3|PHI4252|Epi10,EPI1	46.77,36.62	9.05e-16,3.01e-08
PITG_07506	crn1	33.85	5.26e-09
PITG_23135	Avrblb2	50	9.29e-15
PITG_10880	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2	58.12,37.63,32.4,38.3,35.02	5.73e-110,5.84e-51,7.7e-49,1.37e-48,9.59e-45
PITG_04194	Avrblb2	60.27	1.98e-24
PITG_11816	Q5TIP4|PHI2347|Pgip2	26.13	2.03e-09
PITG_04766	PsCRN108	32.52	5.09e-82
PITG_04153	Avrblb2	50.98	1.68e-10
PITG_11077	Q5TIP4|PHI2347|Pgip2	31.19	2.86e-24
PITG_22906	PsCRN108	36.84	1.76e-10
PITG_15123	PsAvh163,PsPSR2,HaRxL22	33.41,24.08,28.1	3.42e-67,2.19e-28,1.16e-27
PITG_12422	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	32.37,27.92	3.44e-15,6.02e-13
PITG_12761	PsPSR2,HaRxL24,PsAvh163,HaRxL96	30.39,29.22,28.12,27.27	4.91e-33,2.38e-20,3.47e-17,1.36e-13
PITG_14060	PsXEG1	44.8	1.34e-65
PITG_19373	crn2,crn1	82.15,28.96	0,8.27e-34
PITG_21190	AVR1	32.14	1.2e-18
PITG_19808	PsPSR2,HaRxL24,PsAvh163,HaRxL96,HaRxL22	30,28.34,28.52,23.1,22.47	1.26e-42,1.64e-24,5.03e-22,3.61e-10,6.93e-08
PITG_05911	Avr1b-1,AVR3a	39.85,30.26	2.72e-17,1.05e-10
PITG_12556	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	46.61,46.09,44.35	1.13e-31,2.81e-25,6.99e-25
PITG_12710	AVR2_1	37.04	2.97e-10
PITG_22013	PsPSR2	36.04	8.77e-16
PITG_11344	Avr3a/5	35.83	4.67e-14
PITG_05440	Q6PQG3|PHI4252|Epi10	33.15	1.92e-17
PITG_15038	PsPSR2,HaRxL24,PsAvh163,BSW11	36.25,31.53,25.75,23.57	6.94e-89,8.11e-35,1.72e-27,2.9e-13
PITG_22709	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	35.04,28.85,27.17,26.1,24.83	3.89e-42,1.71e-25,1.65e-21,2.56e-20,2.36e-18
PITG_15763	BLR20,BLN08_2,PsPSR2,Avr1k,HaRxL24	35.62,29.61,25.76,23.9,24.35	5.95e-27,1.61e-15,4.64e-10,1.98e-09,4.16e-07
PITG_14368	AVR3a,Avr1b-1	83.78,34.44	1.93e-84,7.58e-12
PITG_13239	SSPbP94	26.48	4.95e-12
PITG_07597	Avh5	40.54	8.09e-28
PITG_16581	crn1,crn2	86.47,29.68	0,5.72e-43
PITG_00265	SSPbP94	34.22	4.66e-43
PITG_22935	Avr3a/5	43.06	1.21e-10
PITG_04089	Avrblb2	54.24	1.44e-12
PITG_19571	crn1,crn2	84.4,28.63	0,7.44e-37
PITG_14783	Avr3a/5	37.5	1.87e-08
PITG_10622	FGL1_Fusarium_graminearum	35.77	2.03e-20
PITG_22876	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,Q0E7H7|PHI2342|Benep2,FocSix8	39.2,30.23,27.64,31.25	1.55e-19,7.66e-12,6.36e-10,2.49e-09,4.06e-08
PITG_12009	PsCRN108,crn2	41.67,33.54	2.42e-21,3.69e-12
PITG_09771	Avr3a/5	31.19	4.36e-08
PITG_04276	PsPSR2,BSW11,PsAvh163,BLR36,HaRxL22	27.97,24.36,23.79,24.11,23.94	5.98e-33,1.44e-14,4.64e-10,6.62e-09,1.83e-08
PITG_11383	Avr3a/5	43.06	1.87e-09
PITG_10524	P0CY29|PHI6785PHI6791PHI6813|Sap3,P0CY26|PHI68|Sap1	25.56,24.79	6.61e-13,5.05e-09
PITG_16168	O42830|PHI660|Cbel(gp34)	43.28	3.88e-11
PITG_03640	O42830|PHI660|Cbel(gp34)	50.76	3.04e-40
PITG_01369	EPI1,Q6PQG3|PHI4252|Epi10	59.46,41.03	3.68e-57,6.64e-21
PITG_07493	crn1	26.52	4.98e-07
PITG_16663	AVR1	100	3.68e-157
PITG_23095	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	36.07,32.94,31.76	3.16e-09,3.06e-08,1.65e-07
PITG_22936	EPI1,Q6PQG3|PHI4252|Epi10	38.51,43.2	4.92e-26,3.52e-19
PITG_13125	BLR20	24.29	3.53e-09
PITG_15110	PsAvh163,PsPSR2	36.03,25.43	3.3e-75,4.12e-55
PITG_19526	BLN08	30.95	3.17e-15
PITG_22017	PsCRN108,crn1	54.92,40.96	1.05e-33,1.08e-22
PITG_13560	PsXEG1	48.15	1.85e-53
PITG_04208	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	43.9,32.44,32.3,29.92,31.41	8.17e-54,1.26e-33,1.59e-27,2.5e-26,9.8e-25
PITG_16627	crn1,crn2	85.42,28.18	0,1.81e-32
PITG_12563	SSPbP94	23.16	2.35e-12
PITG_23008,PITG_23009	AVR2_1	35.51	4.36e-09
PITG_01919	SSPbP94	29.24	2.93e-25
PITG_07452	Q6PQG3|PHI4252|Epi10	34.55	2.49e-08
PITG_15341	Avr3a/5	35	3.32e-13
PITG_10244	BLN08	33.07	1.88e-10
PITG_22648	Avrblb2	54.24	1.06e-12
PITG_12731	PsPSR2,PsAvh163,HaRxL24,HaRxL22	28.53,24.05,25.45,19.54	3.06e-40,6.26e-25,1.73e-23,1.57e-09
PITG_04200	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	42.45,29.15,34.31,29.77,27.6	2.13e-58,1.8e-31,8.6e-30,1.12e-22,1.42e-22
PITG_11984	PsPSR2,HaRxL24,PsAvh163,BSW11	35.32,33.04,28.45,23.72	2.98e-45,2.26e-29,3.2e-21,9.23e-09
PITG_15764	BLR20,BLN08_2,PsPSR2,HaRxL24	31.32,25.54,23.67,26.09	4.83e-22,1.38e-14,1.85e-13,8.33e-12
PITG_19637	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca	70.61,33.74,32.8,38.08,34.07	4.53e-110,4.51e-37,9.12e-37,1.96e-36,4.02e-36
PITG_06083	Avr1a	33.66	7.82e-09
PITG_22655	PsCRN108	35.78	4.7e-20
PITG_15424	PsPSR2,HaRxL2	30.67,28.37	6.49e-12,8.16e-07
PITG_04057	M2TW52|PHI4988|Ppt1	22.95	1.67e-08
PITG_16844,PITG_16845	PsPSR2,HaRxL24,PsAvh163,HaRxL96	36.79,29.49,31.05,26.61	1.21e-40,9.2e-24,1.76e-16,2.48e-14
PITG_05920	Q945T9|PHI653|Gip2,GIP1	46.81,46.96	6.41e-70,5.74e-67
PITG_22920	Q6PQG3|PHI4252|Epi10	45.83	4.21e-11
PITG_15127	PsAvh163,HaRxL22,PsPSR2,HaRxL24	32.75,29.33,24.72,22.25	1.05e-62,2.29e-28,5.07e-28,2.28e-09
PITG_15128	PsAvh163,PsPSR2,HaRxL22,HaRxL96	31.99,24.78,30.26,25.24	8.67e-44,6.34e-23,1.27e-16,1.21e-09
PITG_12562	O42719|PHI764|Inf2b,Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a	43.48	1.82e-28,3.25e-28,4.15e-28
PITG_15037	PsPSR2	34.29	1.17e-07
PITG_04085,PITG_04086	Avrblb2	100	1.25e-70
PITG_04468	SSPbP94	33.89	3.44e-21
PITG_18118	O42830|PHI660|Cbel(gp34)	28.36	2.49e-15
PITG_07545	SSPbP94	27.16	1.1e-12
PITG_09585	HaRxLL470b	76.51	5.17e-92
PITG_17899	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78608|PHI437|Cppg2	63.03,42.44,40.28,34.26,39.53	5.27e-78,9.47e-35,8.44e-34,8.88e-33,6.5e-31
PITG_14911	SSPbP94	26.47	1.59e-11
PITG_21238	PITG_03192	98.98	1.44e-67
PITG_20170	crn1,crn2	81.72,29.74	0,8.64e-36
PITG_12706,PITG_15454	AVR2_1	37.04	5.64e-10
PITG_03256	N4TQ97,X0K3U9	33.74,33.13	3.83e-55,3.45e-53
PITG_07954	AVR1	25.51	2.01e-12
